jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,rvscale,date
58195.629109,0.221203,0.035284,-0.221633,0.034829,0.078028,0.018158,-113.232750,10.761929,10.589400,10.588429,10.419286,10.371143,10.292071,10.386000,10.260000,0.000019,96.248281,1233.503769,2018-03-18
58198.648785,0.193288,0.032793,-0.193694,0.031948,0.077542,0.017970,-113.232521,10.758643,10.585286,10.584857,10.416571,10.367786,10.289333,10.382867,10.255929,0.000020,95.772403,1235.106918,2018-03-21
58199.656424,0.186950,0.033445,-0.187525,0.031776,0.077904,0.018286,-113.232676,10.761714,10.589067,10.587643,10.419714,10.370286,10.291786,10.385733,10.259643,0.000021,96.308008,1236.235039,2018-03-22
58200.645799,0.185484,0.030494,-0.186795,0.030825,0.078441,0.018100,-113.233091,10.766286,10.593333,10.592714,10.424500,10.376571,10.298000,10.392000,10.265714,0.000020,96.840359,1234.561770,2018-03-23
58201.628646,0.204550,0.034985,-0.205858,0.034123,0.078749,0.018558,-113.232460,10.764600,10.591867,10.590600,10.422286,10.373714,10.294429,10.388071,10.262467,0.000020,97.215972,1234.501083,2018-03-24
58202.782581,0.195442,0.032286,-0.195944,0.031888,0.077603,0.017981,-113.232095,10.764429,10.591714,10.590643,10.422000,10.373733,10.294667,10.388357,10.262429,0.000021,95.787232,1234.327907,2018-03-25
58203.633866,0.188872,0.032156,-0.189052,0.030839,0.077559,0.017619,-113.231881,10.760786,10.588500,10.587214,10.419071,10.369214,10.290333,10.384333,10.258357,0.000021,95.870205,1236.093354,2018-03-26
58204.678484,0.192145,0.031267,-0.192935,0.029865,0.077393,0.017275,-113.235536,10.762071,10.589857,10.588643,10.420214,10.371500,10.293067,10.387067,10.260571,0.000022,95.575291,1234.937744,2018-03-27
58205.591146,0.196979,0.031663,-0.196837,0.030664,0.076951,0.018067,-113.235750,10.762923,10.590357,10.589308,10.421846,10.372214,10.294071,10.387929,10.261769,0.000020,94.969206,1234.157961,2018-03-28
58206.695382,0.217156,0.035000,-0.217997,0.034166,0.077551,0.018251,-113.232479,10.761500,10.589067,10.588214,10.419429,10.370786,10.292286,10.385600,10.259929,0.000021,95.767187,1234.900950,2018-03-29
58207.739479,0.235113,0.037174,-0.235370,0.036884,0.077665,0.018468,-113.232768,10.757571,10.585000,10.584071,10.415357,10.366714,10.288067,10.381600,10.255214,0.000020,95.903516,1234.836217,2018-03-30
58208.758472,0.217676,0.036180,-0.218540,0.035146,0.078318,0.017794,-113.231665,10.754000,10.581067,10.580600,10.411800,10.362857,10.283929,10.377429,10.250933,0.000019,96.777247,1235.690729,2018-03-31
58209.694282,0.215218,0.034022,-0.216211,0.034614,0.077849,0.018404,-113.231667,10.754071,10.581286,10.580000,10.411786,10.363857,10.284933,10.378667,10.252714,0.000022,96.157009,1235.176987,2018-04-01
58210.653553,0.223950,0.034799,-0.224424,0.034162,0.077904,0.019047,-113.235104,10.751267,10.578533,10.577467,10.408857,10.360071,10.281571,10.375143,10.249200,0.000023,96.180933,1234.613689,2018-04-02
58211.651667,0.219892,0.034773,-0.220569,0.034641,0.077290,0.018234,-113.233714,10.748714,10.576071,10.575071,10.407000,10.358714,10.279933,10.373143,10.247214,0.000022,95.453691,1235.014327,2018-04-03
58212.614988,0.206590,0.032870,-0.206300,0.032487,0.077238,0.017955,-113.233591,10.750200,10.577800,10.576667,10.408333,10.359286,10.280714,10.374714,10.248667,0.000021,95.332479,1234.265479,2018-04-04
58213.607639,0.202258,0.031889,-0.202269,0.030473,0.076746,0.018451,-113.235494,10.753533,10.581000,10.579857,10.411571,10.362714,10.284571,10.378643,10.252400,0.000025,94.809179,1235.362677,2018-04-05
58214.592431,0.214591,0.032857,-0.214895,0.032964,0.076920,0.018107,-113.234744,10.755571,10.583286,10.581500,10.413500,10.365571,10.287200,10.381200,10.254071,0.000023,94.923270,1234.057480,2018-04-06
58215.795475,0.225036,0.035998,-0.226082,0.034793,0.077585,0.018634,-113.231896,10.756600,10.584071,10.582867,10.414133,10.366200,10.287429,10.381357,10.254667,0.000022,95.841585,1235.304328,2018-04-07
58216.784132,0.221348,0.035556,-0.221642,0.034967,0.077230,0.018078,-113.231305,10.754800,10.581933,10.580933,10.412286,10.363714,10.284571,10.378357,10.251800,0.000023,95.360833,1234.770806,2018-04-08
58217.739201,0.221093,0.035523,-0.222646,0.035830,0.078166,0.017400,-113.231420,10.753733,10.581071,10.579533,10.411200,10.362133,10.283357,10.376929,10.250867,0.000023,96.480706,1234.306543,2018-04-09
58218.755972,0.248018,0.039615,-0.248263,0.038683,0.077903,0.018311,-113.230903,10.752333,10.579533,10.578667,10.409600,10.361500,10.282714,10.376143,10.250600,0.000022,96.188743,1234.725895,2018-04-10
58219.670162,nan,nan,nan,nan,0.077950,0.017316,-113.230877,10.751933,10.579429,10.577933,10.409733,10.359467,10.282286,10.376571,10.249267,0.000120,96.232903,1234.545449,2018-04-11
58220.597847,0.017061,0.007659,-0.018816,0.007400,0.079240,0.018279,-113.231333,10.827214,10.654429,10.653357,10.487000,10.436867,10.359667,10.454571,10.327000,0.000000,97.807370,1234.317934,2018-04-12
58221.634421,0.036449,0.010949,-0.037040,0.010735,0.078118,0.017820,-113.233091,10.839333,10.666143,10.665467,10.495200,10.446357,10.367500,10.461071,10.334800,0.000001,96.423813,1234.340314,2018-04-13
58222.936285,0.073331,0.016556,-0.073428,0.017046,0.077575,0.017357,-113.231222,10.820933,10.648000,10.646667,10.478000,10.428500,10.348857,10.442714,10.316733,0.000002,95.646758,1232.956503,2018-04-14
58223.808773,0.099796,0.019873,-0.099369,0.019653,0.077118,0.017702,-113.230562,10.808786,10.636071,10.635000,10.465357,10.417600,10.337800,10.431143,10.305429,0.000002,95.220883,1234.741005,2018-04-15
58224.657847,0.120944,0.023326,-0.121158,0.023199,0.077768,0.018945,-113.230256,10.797467,10.625200,10.623600,10.454067,10.406286,10.326857,10.420000,10.294400,0.000002,96.076529,1235.431735,2018-04-16
58225.617836,0.131173,0.024471,-0.129949,0.024187,0.076179,0.018231,-113.232054,10.789643,10.616643,10.615929,10.446643,10.398214,10.319067,10.412400,10.287286,0.000002,94.140781,1235.790378,2018-04-17
58226.520787,0.139330,0.025996,-0.139507,0.025373,0.077420,0.017946,-113.231187,10.784200,10.611500,10.610600,10.442067,10.393067,10.314214,10.407500,10.281933,0.000002,95.572612,1234.476941,2018-04-18
58228.585891,0.194972,0.033739,-0.194224,0.032655,0.076831,0.017132,-113.230636,10.778600,10.606429,10.604867,10.436133,10.387733,10.308500,10.402714,10.275800,0.000002,94.812038,1234.041127,2018-04-20
58229.759896,0.203681,0.034336,-0.202839,0.034374,0.076781,0.017339,-113.231280,10.772533,10.599714,10.598533,10.429867,10.381067,10.302067,10.395643,10.269714,0.000002,94.794925,1234.614555,2018-04-21
58230.783148,0.209247,0.034909,-0.208353,0.034328,0.076565,0.018925,-113.230253,10.767933,10.594643,10.594133,10.425133,10.376929,10.297429,10.391571,10.265467,0.000002,94.560409,1235.028110,2018-04-22
58231.690463,0.211759,0.035659,-0.211095,0.034953,0.076973,0.018078,-113.231030,10.765000,10.592786,10.591357,10.422929,10.374400,10.295267,10.389071,10.263214,0.000002,95.019334,1234.456395,2018-04-23
58232.678160,0.218179,0.036449,-0.217142,0.035488,0.076504,0.018102,-113.229649,10.762000,10.589200,10.588000,10.418857,10.370286,10.290786,10.385333,10.259133,0.000002,94.529900,1235.624131,2018-04-24
58233.722546,0.217498,0.036878,-0.216574,0.036066,0.076819,0.018872,-113.229357,10.761000,10.588571,10.587429,10.419071,10.369857,10.290333,10.384400,10.258429,0.000002,94.877634,1235.086187,2018-04-25
58234.658738,0.206602,0.035311,-0.205888,0.034407,0.076720,0.017765,-113.234327,10.762143,10.589429,10.588286,10.420143,10.370733,10.292533,10.386143,10.259429,0.000002,94.722875,1234.657112,2018-04-26
58235.649178,0.210923,0.035297,-0.210438,0.035248,0.077155,0.017256,-113.231458,10.762500,10.590000,10.588714,10.420643,10.371357,10.292067,10.386333,10.260500,0.000002,95.257769,1234.623660,2018-04-27
58236.806146,0.229071,0.038413,-0.228140,0.038065,0.076551,0.018032,-113.229619,10.760643,10.588267,10.587143,10.418143,10.368929,10.290571,10.384200,10.258286,0.000002,94.590284,1235.646606,2018-04-28
58237.729919,0.222824,0.038580,-0.222863,0.038541,0.077439,0.017663,-113.229393,10.757929,10.585000,10.584143,10.415571,10.366214,10.287571,10.381467,10.254929,0.000002,95.623415,1234.819284,2018-04-29
58238.825683,0.210554,0.036314,-0.210631,0.036467,0.077343,0.018571,-113.232708,10.758267,10.584786,10.584600,10.416467,10.367733,10.288929,10.382786,10.256267,0.000002,95.482422,1234.534379,2018-04-30
58239.827118,0.210553,0.037232,-0.210764,0.036922,0.077888,0.018428,-113.229095,10.756429,10.583571,10.582214,10.413857,10.365533,10.286400,10.380214,10.253857,0.000003,96.175670,1234.792644,2018-05-01
58240.536076,0.198837,0.035755,-0.198894,0.035267,0.077838,0.018794,-113.231068,10.755286,10.582429,10.581643,10.412357,10.364357,10.285786,10.379571,10.253000,0.000002,96.134805,1235.065672,2018-05-02
58241.538229,0.202601,0.035238,-0.202761,0.035337,0.077660,0.018042,-113.231513,10.755800,10.583143,10.581933,10.413600,10.364857,10.286071,10.380071,10.253200,0.000003,95.952839,1235.553937,2018-05-03
58242.526944,0.194162,0.033992,-0.193718,0.033414,0.077340,0.017062,-113.232026,10.759400,10.586933,10.586200,10.418200,10.368786,10.290214,10.383786,10.257933,0.000002,95.458372,1234.271436,2018-05-04
58243.658762,0.181735,0.032355,-0.181511,0.032058,0.077222,0.017729,-113.229966,10.761500,10.588600,10.587714,10.419143,10.370571,10.292200,10.385933,10.259429,0.000003,95.325098,1234.425103,2018-05-05
58244.793646,0.182238,0.031595,-0.181572,0.031238,0.076986,0.017292,-113.229280,10.761286,10.589286,10.587857,10.419067,10.370200,10.292000,10.385500,10.259357,0.000003,95.005136,1234.058845,2018-05-06
58245.652940,0.181479,0.031733,-0.180340,0.031191,0.076686,0.017350,-113.230278,10.762857,10.590400,10.589214,10.421000,10.371857,10.293214,10.387133,10.261500,0.000003,94.656975,1234.345599,2018-05-07
58246.672280,0.179284,0.031421,-0.178689,0.030946,0.076905,0.017800,-113.228604,10.762786,10.589933,10.589071,10.420643,10.371143,10.292000,10.386067,10.259786,0.000003,94.873247,1233.635046,2018-05-08
58247.598495,0.177661,0.031013,-0.176966,0.031142,0.076912,0.017781,-113.229089,10.764143,10.591786,10.590929,10.422400,10.373267,10.294067,10.387643,10.262333,0.000002,94.903868,1233.934369,2018-05-09
58248.628299,0.167714,0.029622,-0.167664,0.029196,0.077460,0.017535,-113.229517,10.765500,10.593067,10.592143,10.424071,10.374571,10.295500,10.389400,10.263571,0.000003,95.585251,1233.987933,2018-05-10
58249.550000,0.181700,0.031920,-0.181418,0.030953,0.077540,0.018080,-113.230883,10.765286,10.592667,10.591857,10.423500,10.374929,10.295267,10.389467,10.263714,0.000003,95.717592,1234.433275,2018-05-11
58250.815752,0.194580,0.033650,-0.194432,0.033715,0.077588,0.018188,-113.227667,10.764933,10.592500,10.591533,10.422600,10.374286,10.294571,10.388929,10.263133,0.000003,95.798351,1234.712387,2018-05-12
58251.768854,0.186567,0.032510,-0.186336,0.032233,0.077273,0.017948,-113.229673,10.763933,10.591200,10.590133,10.421214,10.372500,10.293929,10.387643,10.261667,0.000003,95.417143,1234.812703,2018-05-13
58252.521505,0.183263,0.032243,-0.182483,0.031610,0.076675,0.017974,-113.228805,10.763857,10.591533,10.590143,10.422214,10.373143,10.294214,10.388200,10.262429,0.000003,94.718444,1235.329562,2018-05-14
58253.522766,0.187109,0.032752,-0.186961,0.032681,0.077478,0.017854,-113.228477,10.761000,10.588733,10.587571,10.418357,10.369643,10.290929,10.384800,10.259000,0.000004,95.675105,1234.865974,2018-05-15
58254.547049,0.187677,0.032571,-0.187599,0.032624,0.077436,0.018034,-113.227625,10.760000,10.587857,10.585667,10.418067,10.368643,10.289429,10.383143,10.256733,0.000003,95.570143,1234.188416,2018-05-16
58255.681979,0.186804,0.032897,-0.186185,0.032471,0.076990,0.017477,-113.231881,10.760286,10.587667,10.586714,10.418071,10.367571,10.289600,10.383400,10.257357,0.000004,94.978658,1233.641681,2018-05-17
58256.643287,0.172161,0.030454,-0.171856,0.030554,0.077193,0.018384,-113.229887,10.763786,10.591643,10.590200,10.421933,10.372333,10.293571,10.387643,10.261533,0.000004,95.291019,1234.458450,2018-05-18
58257.821447,0.172220,0.030920,-0.172709,0.030638,0.078184,0.017947,-113.227661,10.764786,10.591857,10.591467,10.422867,10.372533,10.293786,10.387500,10.261467,0.000004,96.506384,1234.355521,2018-05-19
58258.819398,0.168441,0.030157,-0.167763,0.029849,0.077124,0.017938,-113.227619,10.767500,10.594857,10.594071,10.425800,10.375800,10.296867,10.390571,10.264143,0.000004,95.157492,1233.819857,2018-05-20
58259.630139,0.161812,0.029083,-0.161624,0.028962,0.077357,0.018147,-113.228972,10.769071,10.596800,10.595500,10.427286,10.377357,10.297800,10.391667,10.266571,0.000004,95.407467,1233.344889,2018-05-21
58260.623542,0.156005,0.027654,-0.155148,0.027203,0.076462,0.017978,-113.230786,10.771143,10.598600,10.597429,10.429500,10.379429,10.300933,10.394600,10.268500,0.000003,94.366405,1234.159166,2018-05-22
58261.743090,0.146041,0.026184,-0.145249,0.026194,0.076798,0.017826,-113.228030,10.777067,10.603933,10.603500,10.434643,10.384857,10.306357,10.401267,10.273857,0.000004,94.822015,1234.687927,2018-05-23
58262.724931,0.150168,0.026601,-0.149608,0.026042,0.076902,0.017771,-113.228987,10.781357,10.609000,10.608071,10.439357,10.390571,10.311133,10.405571,10.279214,0.000003,94.939617,1234.552931,2018-05-24
58263.663935,0.155220,0.026782,-0.155242,0.027242,0.077547,0.017920,-113.226667,10.783533,10.610857,10.610533,10.441133,10.392000,10.313571,10.407500,10.280733,0.000004,95.844549,1235.960602,2018-05-25
58264.673032,0.153313,0.027303,-0.152340,0.027222,0.076389,0.017606,-113.228688,10.782071,10.609867,10.608571,10.439786,10.390000,10.311733,10.405067,10.279286,0.000004,94.291362,1234.353854,2018-05-26
58265.817431,0.153309,0.028107,-0.152546,0.026839,0.076778,0.018111,-113.228315,10.779000,10.606429,10.605200,10.435867,10.386933,10.307500,10.401571,10.275067,0.000004,94.782305,1234.503283,2018-05-27
58266.727373,0.160011,0.027989,-0.159288,0.028363,0.076831,0.018040,-113.227667,10.776867,10.604143,10.603200,10.434200,10.384143,10.305071,10.398786,10.273000,0.000004,94.822230,1234.169014,2018-05-28
58267.721875,0.164915,0.029393,-0.163971,0.028738,0.076645,0.018224,-113.228131,10.772500,10.599714,10.598714,10.430143,10.379600,10.300200,10.394286,10.268714,0.000005,94.614997,1234.461868,2018-05-29
58268.724444,0.151714,0.027090,-0.150799,0.026546,0.076518,0.018119,-113.226656,10.772143,10.599267,10.598857,10.429714,10.378786,10.299929,10.393400,10.267357,0.000005,94.471776,1234.628634,2018-05-30
58269.742396,0.143217,0.025974,-0.142225,0.025798,0.076510,0.018146,-113.229065,10.776067,10.603267,10.602643,10.434143,10.382714,10.303857,10.397600,10.271714,0.000004,94.361483,1233.329450,2018-05-31
58270.625521,0.139830,0.026085,-0.139025,0.025214,0.076922,0.017280,-113.226801,10.779571,10.607267,10.606143,10.437500,10.386143,10.307429,10.401267,10.275071,0.000005,94.958355,1234.468353,2018-06-01
58271.612488,0.147398,0.027090,-0.147925,0.026262,0.077973,0.017988,-113.227675,10.779714,10.607200,10.606357,10.437714,10.386214,10.307333,10.401000,10.274357,0.000005,96.219256,1234.000751,2018-06-02
58272.826887,0.148317,0.026978,-0.147756,0.026963,0.076903,0.018086,-113.226417,10.775857,10.603286,10.601933,10.433333,10.383467,10.303500,10.397643,10.271667,0.000006,94.862853,1233.532789,2018-06-03
58273.674410,0.149073,0.027203,-0.148193,0.026757,0.076721,0.017605,-113.227083,10.775267,10.602643,10.601200,10.433200,10.382857,10.303786,10.397643,10.271667,0.000006,94.723274,1234.645993,2018-06-04
58274.635926,0.158160,0.028078,-0.157285,0.027453,0.076780,0.018352,-113.226968,10.773000,10.600400,10.599143,10.429857,10.381000,10.301800,10.395333,10.269429,0.000006,94.760048,1234.176628,2018-06-05
58275.642743,0.149266,0.028032,-0.147884,0.026065,0.076202,0.018135,-113.225440,10.773600,10.600714,10.599600,10.430667,10.380500,10.301929,10.395500,10.270267,0.000007,94.072151,1234.518296,2018-06-06
58276.584549,0.143157,0.026791,-0.142802,0.025966,0.077220,0.018492,-113.229396,10.774733,10.601929,10.601267,10.431267,10.382143,10.303143,10.397214,10.270733,0.000005,95.336919,1234.618108,2018-06-07
58277.548553,0.137770,0.025202,-0.137703,0.024533,0.077420,0.017373,-113.227032,10.778000,10.605071,10.603929,10.435143,10.386357,10.307067,10.401071,10.275143,0.000005,95.573803,1234.481439,2018-06-08
58278.832454,0.145977,0.026222,-0.145350,0.025932,0.076950,0.017277,-113.226756,10.778600,10.605800,10.605000,10.436071,10.386000,10.306929,10.400600,10.274429,0.000005,95.043188,1235.134215,2018-06-09
58279.832245,0.149492,0.027519,-0.148916,0.027052,0.076840,0.017880,-113.226708,10.775929,10.603400,10.602071,10.433143,10.383071,10.303643,10.397800,10.271643,0.000006,94.875274,1234.719842,2018-06-10
58280.762326,0.143148,0.026081,-0.142429,0.025677,0.076863,0.018357,-113.225937,10.775533,10.602929,10.602000,10.433133,10.383000,10.304429,10.397929,10.272067,0.000006,94.921718,1234.947245,2018-06-11
58281.735995,0.138476,0.025480,-0.137432,0.024795,0.076665,0.017721,-113.226045,10.775786,10.603000,10.601929,10.433786,10.382786,10.303867,10.397786,10.271929,0.000006,94.607707,1234.044528,2018-06-12
58282.730069,0.134897,0.025153,-0.133346,0.023240,0.076053,0.017754,-113.226673,10.778357,10.605500,10.604500,10.435214,10.385200,10.306133,10.400643,10.274357,0.000006,93.863507,1234.189347,2018-06-13
58283.761632,0.123083,0.022848,-0.121968,0.022254,0.076257,0.018010,-113.227208,10.781933,10.609429,10.608000,10.439133,10.389133,10.310286,10.403786,10.277600,0.000005,94.106872,1234.077236,2018-06-14
58284.644630,0.112368,0.021122,-0.111491,0.020449,0.076814,0.017268,-113.226310,10.787929,10.614714,10.614133,10.445667,10.394600,10.316143,10.409786,10.283600,0.000006,94.827590,1234.513488,2018-06-15
58285.713090,0.111585,0.021052,-0.110849,0.020299,0.076794,0.017881,-113.226162,10.789857,10.616867,10.616214,10.446643,10.396500,10.317429,10.411267,10.284857,0.000006,94.832098,1234.894524,2018-06-16
58286.825255,0.104672,0.019351,-0.103436,0.019324,0.076474,0.019016,-113.225393,10.791867,10.618714,10.617933,10.449133,10.398143,10.319357,10.412643,10.286800,0.000006,94.362189,1233.907013,2018-06-17
58287.592685,0.106387,0.020589,-0.104709,0.020026,0.075971,0.018247,-113.226266,10.792267,10.619533,10.618571,10.450071,10.397929,10.319429,10.413533,10.286286,0.000006,93.775971,1234.367562,2018-06-18
58288.688206,0.098073,0.019789,-0.097572,0.018740,0.077124,0.018762,-113.224857,10.795571,10.622643,10.621429,10.452929,10.402200,10.323667,10.417571,10.291143,0.000007,95.300349,1235.674479,2018-06-19
58289.633785,0.084616,0.016550,-0.084577,0.017125,0.077567,0.017841,-113.224526,10.799929,10.626929,10.625643,10.457143,10.406429,10.327733,10.421929,10.295357,0.000007,95.724910,1234.097546,2018-06-20
58290.737859,0.070279,0.015097,-0.070256,0.014850,0.077532,0.018428,-113.226571,10.806067,10.633571,10.632800,10.463533,10.413400,10.334286,10.428571,10.302000,0.000006,95.611921,1233.199125,2018-06-21
58291.642685,0.062504,0.013783,-0.061135,0.013110,0.076241,0.018294,-113.225369,10.810786,10.638000,10.637071,10.468643,10.417733,10.338733,10.432571,10.306500,0.000008,94.095965,1234.185249,2018-06-22
58292.730347,0.064249,0.013864,-0.063068,0.013927,0.076271,0.017841,-113.225182,10.812714,10.640214,10.638786,10.470429,10.420067,10.340067,10.434429,10.307786,0.000008,93.969124,1232.035503,2018-06-23
58293.828391,0.059665,0.013192,-0.058962,0.012999,0.076800,0.017913,-113.224625,10.814143,10.641067,10.640429,10.471143,10.420143,10.341000,10.435200,10.308571,0.000008,94.779925,1234.115721,2018-06-24
58294.711007,0.048096,0.011307,-0.047859,0.011633,0.077175,0.017745,-113.224946,10.817667,10.645214,10.644000,10.474933,10.424286,10.345286,10.439571,10.312467,0.000008,95.191875,1233.447677,2018-06-25
58295.734572,0.036461,0.008775,-0.035563,0.009219,0.076644,0.017506,-113.225097,10.822071,10.649267,10.648643,10.479714,10.429000,10.349857,10.444000,10.317071,0.000009,94.468769,1232.568749,2018-06-26
58296.769606,0.035716,0.009370,-0.035406,0.010023,0.077050,0.018621,-113.224929,10.830000,10.657400,10.655714,10.487143,10.436000,10.357467,10.451600,10.324929,0.000009,95.014768,1233.165250,2018-06-27
58297.834769,0.014620,0.005630,-0.014849,0.006560,0.077842,0.018160,-113.228018,10.838571,10.665786,10.664571,10.496071,10.445067,10.366467,10.460643,10.334000,0.000007,96.097083,1234.513221,2018-06-28
58298.792014,0.001716,0.004286,-0.001059,0.004610,0.076726,0.018221,-113.224792,10.847467,10.674533,10.673733,10.505071,10.453571,10.374357,10.468800,10.342571,0.000010,94.806847,1235.648306,2018-06-29
58299.801852,0.008768,0.005175,-0.007920,0.005981,0.076534,0.018325,-113.224982,10.850500,10.677571,10.676929,10.507357,10.457000,10.378133,10.472214,10.345333,0.000010,94.447415,1234.062011,2018-06-30
58300.793565,0.005943,0.005088,-0.005508,0.005096,0.076978,0.017866,-113.225403,10.848929,10.676400,10.675286,10.505857,10.455357,10.375800,10.469000,10.343143,0.000010,94.987089,1233.951000,2018-07-01
58301.855775,-0.023457,0.002537,0.024326,0.002244,0.076612,0.018195,-113.224240,10.850143,10.677333,10.676214,10.507500,10.455643,10.376467,10.470933,10.344357,0.000010,94.597495,1234.756219,2018-07-02
58303.838171,-0.028731,0.002605,0.029002,0.002908,0.077121,0.017591,-113.224149,10.854571,10.682000,10.681000,10.511000,10.459667,10.381133,10.475286,10.348500,0.000010,95.318933,1235.971759,2018-07-04
58304.840671,-0.035185,0.002892,0.035567,0.003267,0.077224,0.017512,-113.226018,10.855333,10.682929,10.681933,10.513400,10.462071,10.382929,10.476867,10.350571,0.000007,95.327940,1234.429024,2018-07-05
58305.836794,-0.052257,0.005547,0.052879,0.004769,0.076858,0.018016,-113.225110,10.861500,10.688714,10.688071,10.518714,10.467533,10.388533,10.482857,10.356786,0.000009,94.793149,1233.347732,2018-07-06
58306.836076,-0.045669,0.004423,0.046521,0.003780,0.076633,0.018116,-113.224532,10.865000,10.692867,10.691143,10.522000,10.471429,10.391857,10.485467,10.359286,0.000009,94.637828,1234.953214,2018-07-07
58307.834444,-0.043591,0.003173,0.045270,0.003909,0.075812,0.018571,-113.222411,10.864333,10.691643,10.690200,10.521533,10.469933,10.390643,10.484214,10.358267,0.000010,93.596874,1234.596932,2018-07-08
58308.778391,-0.046396,0.003838,0.046609,0.004189,0.077268,0.018356,-113.222946,10.864733,10.692500,10.690667,10.521667,10.470714,10.391571,10.485500,10.358867,0.000010,95.434590,1235.106041,2018-07-09
58309.757882,-0.040701,0.003165,0.040904,0.003963,0.077184,0.018554,-113.224208,10.864429,10.692643,10.690867,10.521467,10.470533,10.390500,10.484714,10.358733,0.000011,95.291867,1234.599977,2018-07-10
58310.807951,-0.041302,0.004017,0.041610,0.003363,0.077202,0.017524,-113.224195,10.867071,10.694357,10.693000,10.524214,10.473267,10.394133,10.488286,10.361714,0.000010,95.281151,1234.174257,2018-07-11
58311.773345,-0.042653,0.003445,0.042702,0.004236,0.077361,0.018607,-113.225558,10.867357,10.694571,10.693571,10.524143,10.472867,10.393733,10.487500,10.361133,0.000010,95.550663,1235.132436,2018-07-12
58312.643148,-0.042273,0.003537,0.042285,0.004480,0.077346,0.018221,-113.223795,10.865500,10.692800,10.691286,10.522214,10.470571,10.391667,10.485000,10.359214,0.000010,95.453159,1234.104916,2018-07-13
58313.837199,-0.033850,0.002241,0.033433,0.002645,0.077626,0.018279,-113.224233,10.861786,10.688929,10.687857,10.518071,10.467600,10.387933,10.481929,10.355857,0.000012,95.844912,1234.698906,2018-07-14
58314.831065,-0.023548,0.002357,0.024574,0.002047,0.076478,0.018155,-113.224208,10.858800,10.685429,10.684600,10.515400,10.464214,10.385143,10.478286,10.352467,0.000011,94.408524,1234.454548,2018-07-15
58315.762245,-0.020398,0.002355,0.020121,0.002955,0.077621,0.017353,-113.223726,10.855429,10.682929,10.681733,10.512267,10.460867,10.381786,10.475929,10.349267,0.000011,95.791968,1234.106377,2018-07-16
58316.763021,-0.015816,0.003032,0.016111,0.003805,0.077176,0.017966,-113.222922,10.852857,10.679533,10.678214,10.508571,10.458143,10.379000,10.472467,10.346571,0.000011,95.356073,1235.569089,2018-07-17
58317.783403,-0.023377,0.002271,0.023624,0.002951,0.077196,0.018647,-113.224318,10.852643,10.680143,10.678714,10.509571,10.458667,10.379643,10.473357,10.346933,0.000009,95.297196,1234.486869,2018-07-18
58318.692315,-0.030968,0.003123,0.032520,0.002909,0.075953,0.017534,-113.224542,10.856714,10.684000,10.682933,10.513933,10.462800,10.383643,10.477643,10.351333,0.000010,93.823372,1235.282977,2018-07-19
58319.563819,-0.037549,0.003635,0.038403,0.002514,0.076657,0.017531,-113.223917,10.859857,10.687643,10.685733,10.516800,10.465800,10.387143,10.480643,10.354867,0.000008,94.672118,1235.016751,2018-07-20
58320.648148,-0.034574,0.003195,0.034510,0.002493,0.077532,0.018051,-113.223420,10.860786,10.687800,10.686643,10.517429,10.466143,10.386933,10.480857,10.354643,0.000011,95.746489,1234.930568,2018-07-21
58321.781667,-0.037626,0.002913,0.038640,0.003066,0.076468,0.017694,-113.222345,10.859333,10.686786,10.685667,10.516067,10.465286,10.386214,10.480357,10.354000,0.000009,94.380094,1234.248626,2018-07-22
58322.788785,-0.040400,0.003688,0.040923,0.003540,0.077006,0.017875,-113.223000,10.861000,10.688429,10.686667,10.517600,10.466071,10.387214,10.481143,10.354867,0.000009,95.013206,1233.838650,2018-07-23
58323.795880,-0.043827,0.003559,0.044122,0.004018,0.077184,0.018479,-113.221083,10.862643,10.689571,10.688800,10.519333,10.467533,10.388429,10.482357,10.356067,0.000010,95.318738,1234.961168,2018-07-24
58324.788843,-0.047619,0.004631,0.048680,0.004581,0.076316,0.017447,-113.224232,10.866733,10.694071,10.692933,10.523929,10.472929,10.393786,10.487733,10.361500,0.000010,94.194008,1234.255742,2018-07-25
58325.792836,-0.072173,0.007834,0.072960,0.008031,0.076700,0.017894,-113.222762,10.873133,10.700714,10.699533,10.530500,10.479786,10.400429,10.494533,10.367714,0.000008,94.786414,1235.800893,2018-07-26
58326.678171,-0.082886,0.009195,0.084400,0.009104,0.076042,0.018124,-113.222312,10.880400,10.707143,10.706200,10.537000,10.486071,10.407000,10.501400,10.375714,0.000009,93.934116,1235.285344,2018-07-27
58327.785405,-0.079836,0.008396,0.080027,0.008365,0.077252,0.017780,-113.223250,10.882000,10.709571,10.708200,10.538571,10.488071,10.409000,10.502600,10.376214,0.000009,95.459041,1235.679525,2018-07-28
58328.825984,-0.075695,0.008557,0.076047,0.008311,0.077111,0.017699,-113.222653,10.880214,10.707600,10.706500,10.536786,10.485714,10.406467,10.500467,10.373714,0.000010,95.188614,1234.429754,2018-07-29
58329.749745,-0.075500,0.008106,0.075759,0.007579,0.077291,0.017706,-113.222091,10.879643,10.706800,10.705286,10.536000,10.484857,10.405533,10.499800,10.373500,0.000011,95.479429,1235.316987,2018-07-30
