
jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,date
58515.664954,-0.029368,0.023983,-0.031717,0.025167,0.079131,0.018478,-113.226807,10.776000,10.603143,10.601667,10.433786,10.384429,10.305786,10.399533,10.273357,0.000012,99.065341,2019-02-01
58516.680521,-0.003980,0.021159,-0.005522,0.023388,0.078054,0.019460,-113.225870,10.778267,10.605667,10.604357,10.435571,10.387000,10.307786,10.401929,10.275800,0.000012,97.527523,2019-02-02
58517.748056,0.021528,0.018582,0.019272,0.021571,0.078772,0.019855,-113.225720,10.778143,10.605286,10.604467,10.435357,10.386143,10.307786,10.400867,10.275286,0.000012,98.299546,2019-02-03
58518.790104,0.026376,0.017223,0.024321,0.019067,0.078690,0.018742,-113.226577,10.782714,10.610000,10.608667,10.440267,10.390643,10.312000,10.405533,10.279643,0.000012,98.202121,2019-02-04
58522.607153,0.007174,0.018865,0.006251,0.019395,0.077542,0.017589,-113.226097,10.777800,10.604929,10.603714,10.435071,10.385643,10.306800,10.400571,10.274071,0.000012,97.036607,2019-02-08
58523.753634,0.001207,0.020485,0.000878,0.021495,0.076878,0.017616,-113.225040,10.774643,10.601714,10.600800,10.431857,10.382286,10.304000,10.396933,10.270786,0.000011,96.067952,2019-02-09
58524.767731,0.006107,0.019459,0.005804,0.020242,0.076897,0.018419,-113.225780,10.773571,10.600643,10.599733,10.431200,10.382071,10.303857,10.397267,10.271500,0.000013,96.152907,2019-02-10
58525.723588,0.003988,0.019953,0.003180,0.021062,0.077357,0.018015,-113.225161,10.773929,10.601200,10.599429,10.431714,10.381000,10.302643,10.396571,10.270267,0.000012,96.637833,2019-02-11
58526.713889,0.005067,0.019311,0.003976,0.021019,0.077662,0.019180,-113.224292,10.772533,10.600071,10.598571,10.430357,10.379000,10.299733,10.393929,10.267571,0.000012,96.921885,2019-02-12
58527.697870,0.017574,0.018013,0.017401,0.019688,0.076691,0.019793,-113.225312,10.776786,10.604000,10.603267,10.434800,10.384500,10.305786,10.400000,10.273571,0.000012,95.893493,2019-02-13
58528.687662,0.013508,0.018694,0.012597,0.018473,0.077452,0.018210,-113.227937,10.780786,10.608733,10.607429,10.439333,10.389867,10.311071,10.406000,10.279133,0.000012,96.972616,2019-02-14
58529.678681,0.011801,0.017931,0.010909,0.019868,0.077531,0.018659,-113.226071,10.783400,10.611000,10.609786,10.441214,10.391643,10.313400,10.406857,10.281143,0.000012,96.719728,2019-02-15
58530.763403,0.005333,0.019483,0.004389,0.021158,0.077519,0.019378,-113.225601,10.781500,10.608800,10.608000,10.439267,10.388643,10.310286,10.404200,10.277867,0.000014,96.914464,2019-02-16
58531.763646,-0.001261,0.020157,-0.001736,0.021034,0.077049,0.019999,-113.225000,10.780286,10.607533,10.606500,10.437933,10.387733,10.309286,10.403286,10.277000,0.000012,96.539557,2019-02-17
58532.720463,-0.006983,0.021242,-0.008587,0.023098,0.078197,0.018605,-113.224854,10.779714,10.607357,10.605533,10.437467,10.387786,10.308857,10.402667,10.276500,0.000013,97.861010,2019-02-18
58534.682882,0.018248,0.018678,0.016554,0.019528,0.078238,0.019167,-113.227065,10.779071,10.606200,10.604857,10.437067,10.386067,10.307429,10.401643,10.275133,0.000012,97.952668,2019-02-20
58535.644549,0.028616,0.017884,0.027278,0.018319,0.077916,0.020115,-113.225937,10.784286,10.611333,10.610214,10.442667,10.392400,10.313857,10.408000,10.282200,0.000014,97.495222,2019-02-21
58536.671991,0.021395,0.017389,0.020858,0.018161,0.077102,0.018621,-113.224167,10.783857,10.610800,10.610071,10.441000,10.392071,10.312786,10.407467,10.281133,0.000016,96.571612,2019-02-22
58537.651424,0.012694,0.018154,0.013256,0.019265,0.075970,0.018765,-113.223229,10.781857,10.609067,10.608143,10.438929,10.389133,10.310929,10.404000,10.278000,0.000012,95.004480,2019-02-23
58538.765498,0.013158,0.018784,0.012144,0.019515,0.077624,0.018824,-113.223375,10.777000,10.603933,10.602643,10.433933,10.383933,10.305214,10.398214,10.272400,0.000015,96.983257,2019-02-24
58539.707211,0.013408,0.018565,0.013049,0.020492,0.076964,0.018992,-113.223006,10.778467,10.606000,10.604429,10.435929,10.385933,10.307733,10.401429,10.275200,0.000015,96.009837,2019-02-25
58540.735451,0.012435,0.018247,0.011037,0.019880,0.077892,0.019031,-113.223234,10.776800,10.603714,10.602867,10.434357,10.384500,10.305667,10.399286,10.273000,0.000015,97.297083,2019-02-26
58541.711713,0.019957,0.017549,0.018534,0.017724,0.078029,0.019400,-113.224196,10.779643,10.607429,10.605667,10.436733,10.387857,10.309143,10.402467,10.276286,0.000013,97.632484,2019-02-27
58542.728137,0.023219,0.016988,0.022209,0.018103,0.077482,0.018799,-113.222799,10.781200,10.608429,10.607600,10.438929,10.390214,10.310600,10.404143,10.278643,0.000014,96.839841,2019-02-28
58543.646308,0.014341,0.018399,0.013747,0.019352,0.077223,0.018565,-113.225345,10.783857,10.610733,10.610357,10.441429,10.392000,10.313357,10.407357,10.281000,0.000015,96.439955,2019-03-01
58544.774977,0.013970,0.017946,0.012604,0.018931,0.078036,0.020078,-113.223284,10.782733,10.610267,10.609429,10.440571,10.389933,10.311467,10.405500,10.279067,0.000014,97.485224,2019-03-02
58545.774688,0.018957,0.017961,0.018001,0.018238,0.077602,0.019144,-113.223351,10.782643,10.610200,10.609071,10.440500,10.391067,10.312000,10.406214,10.280267,0.000013,97.086466,2019-03-03
58547.385521,0.008680,0.018928,0.007770,0.019488,0.077415,0.018899,-113.223526,10.782933,10.610200,10.609143,10.440286,10.390800,10.311600,10.405857,10.279733,0.000008,96.795458,2019-03-05
58548.354248,0.011990,0.018544,0.011155,0.018835,0.077429,0.017687,-113.223240,10.786000,10.612733,10.612286,10.443500,10.395133,10.315933,10.409429,10.284000,0.000007,96.841220,2019-03-06
58548.684421,0.011717,0.018533,0.011510,0.018899,0.076801,0.017704,-113.226006,10.786667,10.614000,10.612786,10.444429,10.395200,10.316467,10.410714,10.284357,0.002357,96.033379,2019-03-06
58549.687604,0.003658,0.020234,0.003170,0.021238,0.077172,0.017646,-113.223455,10.786467,10.614000,10.612714,10.444286,10.394667,10.316133,10.409500,10.283500,0.000006,96.611372,2019-03-07
58550.798495,0.014656,0.019571,0.013447,0.020229,0.077845,0.019291,-113.223195,10.778600,10.605643,10.604786,10.435714,10.386600,10.307333,10.401571,10.274714,0.000006,97.463427,2019-03-08
58551.804039,0.017205,0.018329,0.016744,0.019515,0.077155,0.018160,-113.223470,10.779429,10.606867,10.605929,10.436867,10.387000,10.308500,10.401929,10.276067,0.000006,96.543282,2019-03-09
58552.766933,0.016614,0.018611,0.015175,0.018580,0.078072,0.017443,-113.223377,10.779000,10.606143,10.604929,10.436143,10.386429,10.307800,10.401357,10.275214,0.000005,97.617120,2019-03-10
58553.735069,0.027387,0.016460,0.026523,0.017137,0.077550,0.018525,-113.223117,10.780467,10.607533,10.607214,10.438357,10.390133,10.311333,10.405286,10.278933,0.000005,96.814886,2019-03-11
58554.718183,0.026013,0.017140,0.026238,0.017039,0.076382,0.017515,-113.223130,10.784333,10.611286,10.610571,10.442071,10.393000,10.313867,10.408143,10.282071,0.000005,95.538280,2019-03-12
58555.714942,0.035376,0.016125,0.034047,0.016353,0.077927,0.018298,-113.223961,10.788267,10.615000,10.614533,10.446214,10.396714,10.317600,10.411800,10.285500,0.000006,97.311350,2019-03-13
58556.708588,0.048465,0.014818,0.048157,0.014202,0.076683,0.018404,-113.225979,10.792857,10.620071,10.618867,10.450667,10.401714,10.323071,10.417400,10.290500,0.000004,96.049638,2019-03-14
58557.688218,0.051552,0.014095,0.050586,0.013050,0.077657,0.018363,-113.223238,10.794214,10.621200,10.620000,10.451933,10.402800,10.323857,10.418286,10.291600,0.000005,97.163345,2019-03-15
58558.784468,0.045193,0.014851,0.045265,0.014079,0.076466,0.019272,-113.222812,10.795071,10.622214,10.621200,10.452533,10.404000,10.324929,10.418200,10.292357,0.000005,95.745699,2019-03-16
58559.783600,0.038206,0.015189,0.038104,0.015770,0.076779,0.019970,-113.222831,10.793786,10.620786,10.620467,10.451643,10.402857,10.322929,10.417000,10.291429,0.000007,95.998679,2019-03-17
58560.825926,0.048565,0.014157,0.047634,0.014463,0.077587,0.018754,-113.222625,10.793643,10.620786,10.619429,10.451400,10.401286,10.322357,10.416400,10.290286,0.000007,96.934539,2019-03-18
58561.820243,0.049782,0.014297,0.047921,0.015923,0.078537,0.018464,-113.222284,10.792667,10.619929,10.618643,10.450286,10.400200,10.321867,10.415214,10.289143,0.000007,98.015787,2019-03-19
58562.700139,0.058527,0.014505,0.056070,0.015179,0.078922,0.018675,-113.222708,10.794929,10.621857,10.620600,10.451867,10.402071,10.323429,10.417733,10.290857,0.000008,98.596708,2019-03-20
58563.727951,0.066631,0.012978,0.065207,0.013268,0.077995,0.018986,-113.222000,10.797143,10.624000,10.623000,10.454733,10.404571,10.325429,10.419467,10.292714,0.000008,97.491680,2019-03-21
58564.685984,0.073380,0.011636,0.071825,0.012436,0.078089,0.018912,-113.221905,10.801143,10.628571,10.626933,10.459133,10.408857,10.330000,10.424400,10.297643,0.000009,97.433140,2019-03-22
58565.809132,0.062006,0.013973,0.059844,0.014051,0.078743,0.017826,-113.221981,10.801667,10.629000,10.627500,10.459071,10.409500,10.330533,10.424286,10.298143,0.000010,98.434850,2019-03-23
58566.784815,0.057014,0.014148,0.055553,0.014308,0.078096,0.018730,-113.223019,10.798733,10.625714,10.625000,10.455929,10.406643,10.327667,10.421143,10.295357,0.000012,97.688884,2019-03-24
58567.712361,0.046323,0.014941,0.045627,0.014969,0.077241,0.018805,-113.224935,10.794714,10.622143,10.620933,10.452000,10.402714,10.324357,10.417933,10.291000,0.000006,96.528887,2019-03-25
58568.714722,0.029330,0.017080,0.028363,0.018270,0.077435,0.019308,-113.223695,10.792733,10.619357,10.618643,10.450071,10.399714,10.321533,10.415000,10.289071,0.000005,96.590537,2019-03-26
58569.708322,0.045964,0.015396,0.044086,0.015791,0.078590,0.018155,-113.222506,10.792600,10.619857,10.618533,10.450500,10.400429,10.321133,10.415533,10.289214,0.000006,98.286844,2019-03-27
58570.759317,0.054579,0.014006,0.052975,0.014618,0.078271,0.019390,-113.221656,10.794933,10.622143,10.620929,10.452500,10.403000,10.324267,10.418000,10.291500,0.000008,97.758202,2019-03-28
58571.726285,0.057956,0.013965,0.056352,0.012819,0.078034,0.019761,-113.223271,10.798929,10.626214,10.624929,10.456867,10.406857,10.327857,10.422000,10.296071,0.000009,97.825149,2019-03-29
58572.697813,0.047260,0.015510,0.045586,0.015600,0.078154,0.019275,-113.221786,10.797500,10.624500,10.624000,10.455133,10.405786,10.326643,10.420333,10.294071,0.000008,97.681836,2019-03-30
58573.871678,0.025502,0.018300,0.024205,0.017424,0.078002,0.017899,-113.221750,10.792500,10.619571,10.618267,10.449467,10.399357,10.320071,10.413667,10.287357,0.000011,97.803185,2019-03-31
58574.815336,0.030401,0.017293,0.029740,0.017182,0.077262,0.017084,-113.222042,10.787929,10.615143,10.613800,10.445200,10.395214,10.315714,10.409267,10.284143,0.000011,96.634644,2019-04-01
58575.822384,0.035902,0.016235,0.035593,0.016061,0.076950,0.018349,-113.222220,10.787786,10.614857,10.613467,10.445267,10.395857,10.316000,10.410800,10.284143,0.000011,96.323753,2019-04-02
58576.696389,0.019033,0.018217,0.018894,0.018957,0.076615,0.019112,-113.222175,10.789733,10.617143,10.616067,10.447571,10.397500,10.319000,10.412867,10.286143,0.000005,95.777335,2019-04-03
58577.691701,0.014093,0.018720,0.013067,0.019471,0.077506,0.019529,-113.223773,10.787733,10.614933,10.613286,10.444714,10.396133,10.316533,10.410429,10.284667,0.000005,96.900534,2019-04-04
58578.663356,0.002192,0.020386,0.001325,0.021078,0.077441,0.019129,-113.223312,10.784786,10.611800,10.610571,10.441714,10.391667,10.312786,10.406286,10.280533,0.000006,96.916771,2019-04-05
58579.825475,0.004815,0.020471,0.003606,0.021361,0.077944,0.018937,-113.221976,10.781000,10.608333,10.607143,10.438067,10.389267,10.310286,10.403857,10.278067,0.000006,97.535896,2019-04-06
58580.832442,0.018852,0.018483,0.018350,0.018502,0.077081,0.019257,-113.222875,10.778714,10.606000,10.605000,10.436333,10.387533,10.308286,10.401786,10.276400,0.000006,96.543282,2019-04-07
58581.756053,0.013464,0.019749,0.013243,0.018916,0.076696,0.017375,-113.221958,10.776143,10.603333,10.602571,10.433571,10.384133,10.305786,10.399143,10.272533,0.000006,95.968142,2019-04-08
58582.712326,0.011064,0.019912,0.009965,0.020842,0.077874,0.019226,-113.222528,10.775133,10.602571,10.601133,10.432929,10.383000,10.303600,10.397800,10.271429,0.000007,97.571446,2019-04-09
58583.708368,0.011763,0.018965,0.009748,0.019830,0.079032,0.018271,-113.221688,10.774333,10.601143,10.600200,10.431714,10.381786,10.303400,10.397214,10.270643,0.000008,99.006359,2019-04-10
58584.645937,0.013747,0.020194,0.014395,0.021194,0.076179,0.017809,-113.224461,10.775000,10.602071,10.601400,10.433143,10.383000,10.304267,10.397600,10.271857,0.000006,95.366634,2019-04-11
58585.591366,0.019047,0.018260,0.017516,0.018925,0.078038,0.018228,-113.221792,10.776071,10.603429,10.602733,10.433933,10.384143,10.305286,10.399267,10.273143,0.000008,97.437065,2019-04-12
58586.796331,0.024892,0.017518,0.023798,0.018305,0.077582,0.018731,-113.221024,10.779286,10.606267,10.605214,10.436333,10.386786,10.307929,10.401800,10.275400,0.000009,96.899243,2019-04-13
58587.762350,0.025786,0.017793,0.025064,0.018071,0.077220,0.018367,-113.221792,10.781214,10.608267,10.607286,10.438929,10.388200,10.309071,10.402786,10.277333,0.000010,96.565113,2019-04-14
58588.750197,0.023127,0.018137,0.021851,0.017226,0.077683,0.017578,-113.220720,10.780214,10.607714,10.606467,10.437600,10.387786,10.308786,10.402533,10.276429,0.000010,97.234220,2019-04-15
58589.745220,0.026826,0.017425,0.026652,0.017766,0.076778,0.018510,-113.222877,10.782200,10.609286,10.608071,10.440214,10.389867,10.311067,10.405000,10.278786,0.000007,95.927778,2019-04-16
58590.690289,0.021951,0.017904,0.022164,0.018133,0.076221,0.018300,-113.224039,10.783600,10.610857,10.609733,10.441786,10.391857,10.313267,10.406933,10.280929,0.000008,95.243977,2019-04-17
58591.854352,0.011080,0.019376,0.011151,0.019463,0.076450,0.018639,-113.221440,10.784000,10.611643,10.610500,10.441600,10.390500,10.311786,10.405067,10.279429,0.000009,95.698685,2019-04-18
58592.911806,0.015315,0.019740,0.014310,0.019597,0.077579,0.018072,-113.221597,10.781733,10.609286,10.608133,10.438857,10.388786,10.309600,10.403286,10.277786,0.000009,97.163582,2019-04-19
58593.865914,0.008033,0.019753,0.007325,0.021198,0.077218,0.019228,-113.221455,10.780333,10.607429,10.605857,10.437643,10.387400,10.308867,10.402857,10.276000,0.000011,96.524311,2019-04-20
58594.821424,-0.006572,0.020580,-0.007549,0.022727,0.077711,0.018742,-113.221136,10.779267,10.606786,10.605267,10.436500,10.387714,10.308133,10.401867,10.272643,0.000012,97.105338,2019-04-21
58595.710810,-0.007935,0.022080,-0.008819,0.022115,0.077453,0.017623,-113.220354,10.778571,10.605000,10.604600,10.436000,10.386714,10.307929,10.401533,10.275357,0.000013,96.926453,2019-04-22
58596.724896,-0.012324,0.022282,-0.012730,0.023944,0.076815,0.018406,-113.220690,10.777500,10.604600,10.603429,10.434933,10.384000,10.305929,10.399400,10.272800,0.000013,96.074239,2019-04-23
58597.818958,0.021798,0.018018,0.020747,0.019191,0.077530,0.018952,-113.220125,10.777929,10.605067,10.603786,10.434714,10.386067,10.306714,10.401000,10.274000,0.000012,96.870816,2019-04-24
58598.676447,0.029113,0.016930,0.029254,0.017712,0.076350,0.018495,-113.222583,10.780357,10.608067,10.606357,10.438643,10.388467,10.309857,10.403929,10.277867,0.000007,95.475740,2019-04-25
58599.692558,0.037572,0.016395,0.036937,0.016750,0.077125,0.018736,-113.221146,10.783643,10.610643,10.609733,10.440933,10.390786,10.312214,10.405933,10.279786,0.000009,96.345788,2019-04-26
58600.810174,0.037137,0.016292,0.036407,0.016275,0.077272,0.018696,-113.220437,10.785214,10.612643,10.611067,10.442933,10.392571,10.313500,10.406933,10.281500,0.000018,96.624586,2019-04-27
58601.810544,0.033242,0.016477,0.032160,0.017378,0.077505,0.018745,-113.220339,10.785857,10.612867,10.611929,10.443400,10.392786,10.314000,10.408267,10.281733,0.000040,96.614162,2019-04-28
58602.770035,0.037557,0.016249,0.037609,0.015821,0.076524,0.019241,-113.224123,10.787600,10.614600,10.613714,10.445143,10.395267,10.316000,10.409857,10.284000,0.000121,95.674315,2019-04-29
58603.701030,0.027596,0.017008,0.027542,0.016229,0.076667,0.019379,-113.222216,10.784800,10.612643,10.610929,10.441214,10.391357,10.312533,10.405286,10.280071,0.000008,95.906675,2019-04-30
58604.766655,0.028557,0.017459,0.028354,0.016929,0.076783,0.019042,-113.220048,10.783714,10.611286,10.609800,10.441067,10.390929,10.312071,10.405467,10.279929,0.000007,95.883308,2019-05-01
58605.777269,0.027033,0.017121,0.027176,0.017197,0.076496,0.018546,-113.222298,10.783929,10.611714,10.609667,10.441400,10.391071,10.312214,10.406000,10.279857,0.000007,95.566299,2019-05-02
58606.712106,0.018842,0.017830,0.017631,0.017791,0.077671,0.018594,-113.221292,10.782571,10.610267,10.608929,10.440500,10.389667,10.311500,10.404714,10.279133,0.000008,97.274364,2019-05-03
58607.774907,0.019453,0.017459,0.019422,0.019167,0.076514,0.018709,-113.220121,10.779867,10.607133,10.606000,10.437286,10.386400,10.307400,10.401071,10.274867,0.000009,95.429443,2019-05-04
58614.825799,0.069601,0.012583,0.069225,0.010557,0.076829,0.018265,-113.227131,10.797000,10.624267,10.623214,10.455214,10.404533,10.326000,10.419357,10.293667,0.000013,96.036412,2019-05-11
58615.822535,0.075273,0.012268,0.075397,0.010574,0.076247,0.019033,-113.226948,10.801200,10.628500,10.627000,10.459643,10.408333,10.329867,10.423929,10.297643,0.000013,95.177389,2019-05-12
58616.702211,0.075094,0.012542,0.074504,0.009527,0.077144,0.019374,-113.228312,10.805143,10.632571,10.631133,10.463400,10.412643,10.333714,10.428067,10.301857,0.000007,96.358235,2019-05-13
58617.738299,0.077933,0.011482,0.077884,0.009310,0.076611,0.018713,-113.232045,10.806929,10.633333,10.633214,10.465357,10.414200,10.335929,10.430000,10.303467,0.000008,95.773049,2019-05-14
58619.750012,0.090742,0.011784,0.091116,0.006884,0.076188,0.018411,-113.228229,10.816357,10.643714,10.642667,10.475667,10.423143,10.345786,10.440067,10.313143,0.000012,95.238152,2019-05-16
58620.705278,0.081475,0.011420,0.080805,0.010460,0.077138,0.018329,-113.228708,10.817357,10.644786,10.643667,10.475733,10.423571,10.345643,10.439733,10.313143,0.000012,96.259515,2019-05-17
58623.669583,0.087790,0.010782,0.087928,0.009038,0.076311,0.018834,-113.226893,10.812429,10.639929,10.638333,10.471133,10.418357,10.340000,10.433800,10.308357,0.000014,95.551743,2019-05-20
58624.715370,0.083058,0.011846,0.083125,0.009623,0.076420,0.018616,-113.226825,10.808071,10.635333,10.634429,10.466800,10.414000,10.335500,10.429643,10.302800,0.000015,95.441036,2019-05-21
58625.697431,0.086154,0.011697,0.085482,0.008439,0.077269,0.018240,-113.226744,10.808357,10.635429,10.634333,10.466267,10.413714,10.335786,10.429400,10.302500,0.000008,96.567173,2019-05-22
58626.706215,0.089327,0.012174,0.088634,0.008030,0.077120,0.018533,-113.227345,10.809267,10.636357,10.635143,10.467071,10.415857,10.337067,10.431500,10.305214,0.000008,96.438997,2019-05-23
58627.599838,0.074862,0.012647,0.075348,0.009625,0.075971,0.017816,-113.227021,10.809643,10.637286,10.635800,10.467533,10.416000,10.337857,10.431867,10.304786,0.000007,94.952179,2019-05-24
58630.714711,0.086415,0.011756,0.085748,0.009409,0.077101,0.019068,-113.225675,10.809929,10.637400,10.636071,10.468357,10.417067,10.338643,10.433071,10.306333,0.000009,96.121019,2019-05-27
58631.689039,0.091722,0.010840,0.091729,0.008086,0.076411,0.019762,-113.226306,10.810286,10.637000,10.636333,10.468600,10.417357,10.339357,10.433467,10.306857,0.000009,95.311922,2019-05-28
58632.683900,0.099112,0.010666,0.099162,0.006442,0.076474,0.018987,-113.229526,10.814600,10.641857,10.640857,10.473214,10.421857,10.343467,10.437786,10.311357,0.000008,95.523072,2019-05-29
58633.708310,0.118884,0.010909,0.118967,0.005299,0.076298,0.018285,-113.228470,10.821933,10.649071,10.648071,10.481071,10.429571,10.351400,10.444929,10.318643,0.000008,95.265016,2019-05-30
58634.712164,0.123554,0.010904,0.123660,0.004097,0.076408,0.018492,-113.225375,10.825857,10.653000,10.652533,10.484500,10.432929,10.354714,10.448467,10.322286,0.000008,95.382586,2019-05-31
58637.752569,0.127521,0.012069,0.127652,0.003113,0.076169,0.018859,-113.225771,10.829733,10.656929,10.655800,10.487786,10.435500,10.357467,10.450929,10.325071,0.000011,95.068598,2019-06-03
58638.753067,0.121148,0.011860,0.121212,0.003241,0.076322,0.018703,-113.225354,10.830071,10.657000,10.656267,10.488667,10.436429,10.359000,10.451867,10.325357,0.000012,95.474659,2019-06-04
58639.747477,0.129722,0.011239,0.129922,0.003494,0.076207,0.019454,-113.226877,10.833000,10.660067,10.658714,10.491286,10.439000,10.360286,10.455000,10.328533,0.000013,95.347436,2019-06-05
58640.792025,0.120068,0.011594,0.120964,0.004762,0.075559,0.017603,-113.229017,10.837000,10.664533,10.663143,10.495667,10.444200,10.365857,10.459500,10.333533,0.000008,94.393523,2019-06-06
58641.700613,0.140736,0.011920,0.141225,0.002841,0.076024,0.018966,-113.225625,10.838429,10.666000,10.664867,10.497333,10.445357,10.365714,10.461133,10.334857,0.000008,94.942442,2019-06-07
58644.737824,0.139616,0.012176,0.139391,0.004084,0.076590,0.018453,-113.224060,10.841143,10.668143,10.667133,10.498667,10.447429,10.369214,10.463400,10.336714,0.000009,95.663933,2019-06-10
58645.707731,0.135731,0.012187,0.135607,0.002749,0.076543,0.019120,-113.223844,10.841786,10.668800,10.667429,10.499357,10.447333,10.370500,10.461857,10.337133,0.000011,95.582805,2019-06-11
58646.719340,0.145815,0.012961,0.145727,0.003526,0.076470,0.019028,-113.224280,10.844067,10.670643,10.670133,10.502286,10.450429,10.371867,10.465929,10.339786,0.000011,95.422418,2019-06-12
58647.732014,0.130597,0.012027,0.130214,0.003167,0.076898,0.017513,-113.227987,10.845133,10.672533,10.671143,10.503357,10.451733,10.373000,10.467429,10.340533,0.000009,96.082013,2019-06-13
58648.592176,0.141481,0.012155,0.141568,0.003697,0.076359,0.017928,-113.226532,10.845286,10.672733,10.671286,10.503800,10.451400,10.373214,10.466857,10.341000,0.000010,95.366935,2019-06-14
58654.638032,0.170426,0.015137,0.170929,0.006444,0.075888,0.018748,-113.226021,10.856357,10.683357,10.682400,10.514714,10.463071,10.383643,10.477667,10.351643,0.000009,94.790351,2019-06-20
58655.698264,0.181499,0.016345,0.182209,0.008911,0.075740,0.017596,-113.225631,10.860214,10.687800,10.686214,10.519133,10.466200,10.388214,10.482071,10.355200,0.000009,94.712097,2019-06-21
58658.753322,0.195120,0.017038,0.196274,0.010326,0.075228,0.018265,-113.223208,10.863286,10.690267,10.689000,10.520929,10.467933,10.389429,10.483571,10.356600,0.000012,94.060209,2019-06-24
58659.720046,0.200279,0.018303,0.200874,0.010841,0.075900,0.019114,-113.223375,10.865200,10.693000,10.691400,10.522857,10.470714,10.391933,10.486267,10.359571,0.000013,94.811967,2019-06-25
58660.707373,0.217324,0.020953,0.216869,0.012829,0.076874,0.019481,-113.223234,10.870714,10.697733,10.697000,10.529467,10.477333,10.398786,10.492929,10.365733,0.000013,95.793072,2019-06-26
58661.729074,0.238201,0.023912,0.239368,0.016867,0.075175,0.018545,-113.228705,10.881667,10.709214,10.707643,10.540786,10.487643,10.409933,10.504286,10.377143,0.000010,93.760426,2019-06-27
58662.600405,0.242918,0.024957,0.242236,0.018287,0.076839,0.018937,-113.226786,10.889333,10.717143,10.715571,10.547786,10.495643,10.417333,10.510857,10.384500,0.000013,96.078180,2019-06-28
58664.767581,0.254164,0.026182,0.253840,0.018905,0.076818,0.017699,-113.223577,10.896000,10.723357,10.722000,10.553071,10.501643,10.422857,10.516400,10.390214,0.000015,95.856909,2019-06-30
58665.757269,0.259695,0.027499,0.259958,0.019894,0.076198,0.019149,-113.223274,10.900571,10.727143,10.726867,10.558267,10.505571,10.427143,10.521000,10.394143,0.000014,94.967587,2019-07-01
58666.751204,0.263312,0.027118,0.262848,0.020350,0.076952,0.018774,-113.222584,10.904429,10.731800,10.731214,10.562571,10.509800,10.430857,10.524643,10.398800,0.000016,96.168070,2019-07-02
58667.749236,0.274537,0.029115,0.275104,0.022453,0.075681,0.019115,-113.223375,10.908929,10.735786,10.734867,10.566429,10.513857,10.435286,10.529067,10.402714,0.000018,94.486439,2019-07-03
58668.754109,0.281317,0.029625,0.281016,0.022856,0.076538,0.019121,-113.227591,10.913571,10.740333,10.739214,10.571429,10.518667,10.439571,10.533286,10.407600,0.000010,95.587968,2019-07-04
58669.709352,0.286307,0.030492,0.287178,0.025035,0.075496,0.019419,-113.223435,10.915667,10.743000,10.741571,10.573214,10.521000,10.442533,10.536500,10.409643,0.000017,94.351629,2019-07-05
58670.815428,0.282689,0.030193,0.283215,0.023340,0.076194,0.018621,-113.221091,10.916214,10.743267,10.742214,10.573333,10.520929,10.442071,10.536267,10.409733,0.000018,95.003786,2019-07-06
58671.798738,0.276398,0.029136,0.276530,0.022381,0.076181,0.018152,-113.220051,10.914357,10.741667,10.740429,10.571143,10.519200,10.440214,10.534357,10.408133,0.000018,95.140886,2019-07-07
58674.597894,0.693461,0.093627,0.695269,0.087847,0.074292,0.018837,-113.234560,11.178867,11.006571,11.004733,10.834929,10.784071,10.703533,10.796467,10.671000,0.000002,92.641872,2019-07-10
58675.599722,0.612448,0.080391,0.613641,0.075098,0.075310,0.018757,-113.239968,11.130571,10.957733,10.956214,10.783500,10.732200,10.651714,10.744071,10.618933,0.000002,93.962068,2019-07-11
58676.566933,0.522961,0.066540,0.524115,0.060799,0.075255,0.018913,-113.239030,11.088929,10.915929,10.914867,10.742400,10.691786,10.610929,10.703733,10.578643,0.000002,93.907390,2019-07-12
58677.813137,0.416617,0.050224,0.416875,0.044084,0.076359,0.019357,-113.235548,11.043286,10.870214,10.868600,10.696800,10.646714,10.565857,10.659067,10.533786,0.000002,95.298784,2019-07-13
58678.809745,0.373193,0.044344,0.373682,0.036214,0.075887,0.018944,-113.233577,11.015571,10.842500,10.841533,10.670333,10.619000,10.538786,10.632267,10.506571,0.000002,94.414060,2019-07-14
58679.752940,0.348144,0.039250,0.349068,0.033150,0.075375,0.018958,-113.232729,10.994467,10.821643,10.820267,10.649571,10.598571,10.518400,10.611857,10.486143,0.000002,94.076283,2019-07-15
58680.751134,0.328315,0.036411,0.328868,0.029290,0.075815,0.019496,-113.234240,10.976429,10.804000,10.802286,10.632286,10.580733,10.501214,10.594571,10.468867,0.000002,94.526134,2019-07-16
58681.750185,0.314330,0.034065,0.316017,0.027860,0.074627,0.018585,-113.233675,10.965071,10.792500,10.790786,10.621200,10.569500,10.490214,10.583600,10.458071,0.000002,93.141676,2019-07-17
58682.750451,0.297156,0.031833,0.298052,0.025274,0.075504,0.019046,-113.239455,10.957857,10.784800,10.783929,10.614467,10.562333,10.483286,10.576786,10.450800,0.000002,94.303699,2019-07-18
58683.709641,0.287853,0.030901,0.288557,0.023805,0.075491,0.018512,-113.237108,10.950067,10.777571,10.776500,10.606786,10.555400,10.476333,10.569857,10.443714,0.000002,94.210508,2019-07-19
