bjd,rvc,e_rvc,avc,e_avc,nzp_date,e_nzp_date,nzp_obs,e_nzp_obs,tzp_pix,tzp_pix_w,tzp_rv,tzp_rv_w,pix2ms,t1,t2,t3,t4,t5,t6,t7,t8,pres,star,spt
2458277.530300,-8.153648,1.680949,-5.087657,2.329777,1.424771,1.346950,0.975742,1.613155,0.007295,-0.000183,9.239291,-0.159812,1256.792095,10.775583,10.603083,10.601833,10.433333,10.382091,10.304091,10.397917,10.271750,0.000005,J22057+656,M1.5 V
2458280.579400,-1.488242,1.236853,2.068034,1.979168,1.701698,1.160614,0.485457,1.545089,0.009196,0.000011,11.649199,0.097275,1257.447420,10.775636,10.602000,10.602000,10.432636,10.381917,10.303417,10.397273,10.270455,0.000005,J22057+656,M1.5 V
2458283.561600,-3.600622,1.341334,0.332250,1.943402,1.708024,1.170943,0.108861,1.406284,0.007990,-0.000259,10.102171,-0.273574,1257.658737,10.779273,10.606182,10.605273,10.436917,10.386333,10.306417,10.401818,10.274750,0.000006,J22057+656,M1.5 V
2458289.553600,-5.931488,1.091113,-1.310360,1.787262,0.623118,1.145753,-0.579395,1.415548,0.003495,0.000187,4.467663,0.305876,1257.357265,10.796333,10.623727,10.623250,10.453583,10.403750,10.325091,10.418545,10.292500,0.000007,J22057+656,M1.5 V
2458290.499800,-3.269494,1.551127,-0.709731,1.983407,2.395510,1.296511,1.481970,1.236086,0.002337,-0.000144,2.997041,-0.124917,1257.242092,10.801727,10.629727,10.628000,10.459091,10.408833,10.330083,10.423818,10.297455,0.000007,J22057+656,M1.5 V
2458291.580900,-3.985635,1.453785,-1.687923,1.697590,2.388972,0.671090,1.744021,0.876540,0.002146,-0.000010,2.748774,0.036376,1256.711822,10.807636,10.635273,10.633364,10.465091,10.413583,10.334750,10.428273,10.302273,0.000007,J22057+656,M1.5 V
2458296.575400,2.864621,1.496817,5.790234,2.368526,2.950455,1.838404,1.116120,1.835608,0.003203,-0.000043,4.037813,-0.042171,1256.949938,10.824000,10.651917,10.650636,10.481091,10.430333,10.351083,10.445417,10.318636,0.000008,J22057+656,M1.5 V
2458299.532700,1.438921,2.119435,5.843264,2.918538,0.931468,2.020466,-0.362611,2.006455,0.003321,0.000098,4.175313,0.120158,1258.254542,10.849455,10.676583,10.675909,10.506909,10.454636,10.376333,10.470083,10.344273,0.000010,J22057+656,M1.5 V
2458301.523100,-1.556384,1.547919,2.226323,1.668967,1.820708,0.453919,0.259026,0.624016,0.004042,-0.000101,5.081655,-0.128243,1257.517444,10.848182,10.675727,10.674500,10.505083,10.453417,10.374636,10.468091,10.342167,0.000010,J22057+656,M1.5 V
2458304.606500,0.463828,2.435668,-1.761746,3.252171,7.058940,1.895344,6.267307,2.155026,0.003231,-0.000042,4.020858,-0.094388,1257.849970,10.855167,10.682727,10.681833,10.512667,10.460833,10.381273,10.475545,10.348667,0.000010,J22057+656,M1.5 V
2458310.552900,1.791167,2.325071,6.204397,2.540813,1.331069,0.999144,-0.371497,1.024587,0.004914,-0.000343,6.127339,-0.483656,1257.899575,10.864417,10.692417,10.690182,10.520818,10.470000,10.390500,10.484750,10.358636,0.000011,J22057+656,M1.5 V
2458313.453200,-1.898311,2.607397,4.166897,2.718120,-0.485589,0.713562,-2.023475,0.767892,0.001509,-0.000045,1.841232,-0.111186,1257.524138,10.863909,10.690917,10.689727,10.520000,10.468917,10.389500,10.483500,10.357182,0.000011,J22057+656,M1.5 V
2458316.532700,-0.519119,1.666290,3.094764,1.852365,1.712102,0.821845,0.427850,0.809155,0.004099,-0.000267,5.130778,-0.359967,1257.972078,10.854000,10.681583,10.680000,10.510091,10.459364,10.380167,10.473583,10.347545,0.000011,J22057+656,M1.5 V
2458320.426300,2.636996,2.515846,4.632235,2.669839,3.679254,0.988909,2.046494,0.893622,0.002890,-0.000017,3.582408,-0.071305,1257.748507,10.860083,10.687818,10.685500,10.516500,10.465917,10.386273,10.480364,10.353917,0.000009,J22057+656,M1.5 V
2458322.668300,-4.364332,1.699083,1.660984,1.844315,-0.471010,0.695218,-1.983584,0.717368,0.001752,-0.000164,2.154036,-0.255215,1258.534146,10.859583,10.687455,10.685500,10.516417,10.464909,10.385909,10.479667,10.353727,0.000009,J22057+656,M1.5 V
2458324.505600,-1.920222,2.144456,0.945776,2.437455,2.647893,1.078263,1.175735,1.158661,0.003609,0.000026,4.485038,-0.022853,1258.567680,10.862583,10.689909,10.688917,10.519667,10.467750,10.388818,10.482818,10.356583,0.000010,J22057+656,M1.5 V
2458326.473600,-2.360915,1.861306,-1.686954,2.051600,4.812215,0.834827,3.367772,0.862903,0.003507,-0.000000,4.317139,-0.091570,1258.581154,10.874636,10.701917,10.700273,10.531909,10.480667,10.401917,10.495818,10.369273,0.000008,J22057+656,M1.5 V
2458327.508100,-6.398855,1.585397,-3.752846,1.841677,2.817841,0.960101,1.395724,0.937171,0.004356,0.000088,5.387591,0.020124,1258.586165,10.881545,10.708833,10.707909,10.538818,10.487083,10.408417,10.501909,10.375545,0.000010,J22057+656,M1.5 V
2458328.478100,-2.257788,1.882727,1.096350,2.029922,1.830164,0.863833,0.687595,0.758895,0.003699,-0.000089,4.561225,-0.202545,1258.229635,10.881500,10.709083,10.707667,10.537667,10.486636,10.407909,10.501667,10.375545,0.000010,J22057+656,M1.5 V
2458329.578600,-1.925476,1.727459,2.610250,1.852620,0.738491,0.794684,-0.493993,0.669392,0.002348,0.000078,2.855909,0.002496,1258.391751,10.880167,10.707909,10.706000,10.537167,10.485364,10.406000,10.500000,10.373091,0.000010,J22057+656,M1.5 V
2458330.636300,0.970956,1.853868,5.776670,2.045824,1.103704,0.875180,-0.763981,0.865198,0.003116,0.000133,3.840556,0.089735,1257.991923,10.879364,10.707250,10.705455,10.536727,10.484455,10.405500,10.499417,10.372455,0.000011,J22057+656,M1.5 V
2458332.668800,1.307682,1.714252,5.531167,1.900543,1.386906,0.784704,-0.181752,0.820612,0.003604,-0.000050,4.437657,-0.158084,1258.568192,10.883833,10.710583,10.709455,10.540091,10.490182,10.410750,10.504417,10.378000,0.000012,J22057+656,M1.5 V
2458333.523500,0.646284,1.665781,3.014860,1.836733,3.013986,0.791282,1.673157,0.773798,0.003378,-0.000256,4.155332,-0.415654,1258.899907,10.884833,10.712091,10.711500,10.541667,10.490818,10.411364,10.505000,10.379083,0.000011,J22057+656,M1.5 V
2458335.556000,-0.691372,1.855313,2.855684,2.022004,2.320351,0.825704,0.494677,0.803936,0.003480,-0.000115,4.283563,-0.236510,1258.716484,10.885083,10.713250,10.711364,10.541636,10.490364,10.411000,10.505000,10.378818,0.000011,J22057+656,M1.5 V
2458336.446100,1.190144,1.737855,6.485761,1.974463,0.901928,1.093640,-1.253884,0.937211,0.002053,-0.000296,2.472825,-0.481356,1258.179115,10.886818,10.713667,10.713000,10.542727,10.491333,10.412417,10.506091,10.379636,0.000013,J22057+656,M1.5 V
2458337.455100,2.386237,1.801596,4.697793,2.161503,3.607601,1.156325,1.730177,1.194297,0.004394,0.000081,5.428998,0.004489,1258.501956,10.888000,10.715909,10.714417,10.545417,10.493333,10.414545,10.508364,10.381500,0.000014,J22057+656,M1.5 V
2458338.645900,0.663176,1.787991,3.326980,2.020924,3.067031,0.939754,1.377929,0.941925,0.004938,0.000071,6.111610,-0.008238,1258.174567,10.890091,10.717909,10.716083,10.546917,10.494750,10.416273,10.509727,10.383333,0.000014,J22057+656,M1.5 V
2458340.648900,-0.319849,1.541351,3.595072,1.863235,1.420200,1.009179,0.126812,1.046844,0.002681,-0.000184,3.242368,-0.356870,1257.760716,10.895273,10.723000,10.721000,10.551818,10.500636,10.421667,10.515083,10.389182,0.000012,J22057+656,M1.5 V
2458343.489800,-1.350450,1.293533,2.663937,1.444828,1.566834,0.627257,0.027345,0.643661,0.002687,0.000175,3.273900,0.117025,1258.205415,10.890545,10.718250,10.716909,10.547000,10.496167,10.417167,10.510182,10.384417,0.000013,J22057+656,M1.5 V
2458345.647400,-0.228314,1.136669,3.255343,1.281776,2.003455,0.596220,0.558076,0.592396,0.003673,-0.000023,4.522889,-0.126625,1258.813042,10.887636,10.715000,10.713818,10.544818,10.493545,10.414182,10.508364,10.381818,0.000016,J22057+656,M1.5 V
2458346.565200,-0.270620,1.310867,2.762338,1.486792,2.500360,0.585157,1.008775,0.701555,0.004300,0.000164,5.311502,0.111614,1258.397916,10.888000,10.715455,10.714333,10.544583,10.492833,10.413455,10.506909,10.380500,0.000015,J22057+656,M1.5 V
2458349.540400,-5.221451,1.209696,-0.266259,1.337288,0.101755,0.454798,-0.913459,0.570066,0.005095,0.000083,6.344627,0.038033,1258.836472,10.874000,10.701583,10.700000,10.530182,10.477818,10.399000,10.492250,10.365818,0.000014,J22057+656,M1.5 V
2458352.523000,-4.666528,1.202012,-0.811901,1.334573,1.591229,0.549576,0.187106,0.579873,0.002090,-0.000211,2.574909,-0.317270,1257.738089,10.866333,10.693909,10.692750,10.522909,10.469636,10.390167,10.484417,10.358000,0.000015,J22057+656,M1.5 V
2458356.553900,-3.661741,1.275611,-0.378619,1.416229,2.017269,0.522321,0.758610,0.615242,0.004731,-0.000274,5.913678,-0.383823,1258.644490,10.860333,10.687667,10.685818,10.516545,10.464273,10.385917,10.478917,10.352545,0.000014,J22057+656,M1.5 V
2458357.627400,-5.520475,1.374720,-0.685136,1.496908,-0.088027,0.572609,-0.793606,0.592349,0.002442,0.000003,3.032462,-0.033705,1257.489550,10.858167,10.685833,10.684364,10.515455,10.463583,10.384083,10.478091,10.351091,0.000013,J22057+656,M1.5 V
2458360.500400,-6.947434,1.900045,-4.088917,2.105351,2.052229,0.983934,1.183215,0.906825,0.003511,0.000186,4.370795,0.193444,1257.075386,10.859750,10.687182,10.685417,10.516583,10.463636,10.385000,10.479000,10.352273,0.000013,J22057+656,M1.5 V
2458361.545400,-7.195543,1.382583,-1.828759,1.788591,0.070932,1.047058,-1.325052,1.134690,0.003076,0.000117,3.829146,0.107978,1258.136719,10.864727,10.692818,10.690917,10.521917,10.468750,10.389818,10.484000,10.357273,0.000013,J22057+656,M1.5 V
2458362.466300,-11.088382,1.453391,-7.657370,1.574656,0.705481,0.915592,0.610721,0.605966,0.002501,0.000063,3.090611,0.026792,1257.304891,10.867000,10.694583,10.692818,10.523909,10.472750,10.392917,10.487091,10.360917,0.000013,J22057+656,M1.5 V
2458383.474900,-8.180327,1.550431,-2.505951,1.636934,-0.952621,0.573371,-1.632643,0.525087,0.003568,0.000395,4.400422,0.410240,1259.175622,10.868182,10.695727,10.694750,10.525750,10.473818,10.395182,10.488583,10.362636,0.000016,J22057+656,M1.5 V
2458384.648600,-6.443307,2.336554,-4.400774,2.439997,2.903823,0.746279,1.999199,0.702924,0.001623,0.000074,1.972134,0.025560,1259.024254,10.868909,10.696167,10.694667,10.526500,10.474167,10.395364,10.489667,10.363167,0.000017,J22057+656,M1.5 V
2458386.543500,-8.928627,1.701229,-3.564849,1.842567,-0.181434,0.695309,-1.322045,0.707723,0.001474,0.000254,1.781295,0.247271,1259.033176,10.868545,10.695636,10.694167,10.525667,10.473455,10.394545,10.488667,10.361455,0.000017,J22057+656,M1.5 V
2458391.414000,-7.006145,1.354694,-2.552084,1.453678,0.791722,0.611806,-0.412328,0.527243,0.005034,0.000366,6.318521,0.451421,1256.946568,10.867636,10.695273,10.694750,10.524583,10.472364,10.394000,10.487333,10.361091,0.000019,J22057+656,M1.5 V
2458392.471700,-3.061993,1.537085,0.916441,1.664957,1.495676,0.576602,0.063299,0.639883,0.006661,-0.000556,8.373566,-0.700922,1257.238860,10.866833,10.694091,10.692500,10.524000,10.470636,10.391917,10.485750,10.359364,0.000017,J22057+656,M1.5 V
2458394.463900,-3.022780,2.457631,1.143319,2.647290,0.674997,1.005641,-0.124366,0.983968,0.000763,-0.000288,0.949300,-0.371713,1257.576019,10.860545,10.687364,10.686250,10.517417,10.464273,10.385364,10.480167,10.353455,0.000018,J22057+656,M1.5 V
2458398.418000,-9.144133,1.547750,-4.679880,1.950393,0.011432,1.140498,-0.422521,1.186803,0.004625,-0.000224,5.800503,-0.292691,1256.772993,10.857364,10.684727,10.683167,10.514333,10.461636,10.383455,10.477083,10.350818,0.000016,J22057+656,M1.5 V
2458499.338900,-5.712722,1.830910,-0.344088,1.914901,-0.324679,0.661980,-1.326901,0.560906,0.004634,-0.000071,6.072392,0.149521,1255.643386,10.713250,10.540833,10.538182,10.361818,10.312750,10.230250,10.321909,10.198083,0.000011,J22057+656,M1.5 V
2458131.552400,-11.900418,2.110152,-1.185277,2.239243,-0.207852,0.722434,-1.281179,0.749312,0.000215,-0.000008,0.340744,0.058295,1257.157465,10.758727,10.586417,10.585000,10.416727,10.367333,10.288727,10.382083,10.256083,0.000009,J11302+076,M2.5 V
2458166.724600,-17.508622,1.656143,-2.205097,1.852754,-5.370221,0.955027,-5.869564,0.830595,-0.000337,-0.000006,-0.551715,-0.128032,1257.970974,10.907333,10.734455,10.733417,10.562333,10.514583,10.434273,10.527091,10.402083,0.000020,J11302+076,M2.5 V
2458054.436500,-2.285334,1.051542,-2.350320,1.477650,2.433755,1.250651,1.060998,1.038128,0.001216,-0.000010,1.523294,-0.018305,1257.335753,10.885917,10.713545,10.712083,10.542750,10.493727,10.415000,10.508250,10.383000,0.000002,J23492+024,M1.0 V
2458056.275000,-3.177657,1.092534,-1.188295,1.326749,-0.214828,0.695310,-0.993349,0.752750,-0.000110,0.000103,-0.121857,0.144970,1257.570292,10.879667,10.707667,10.705818,10.537250,10.486750,10.408545,10.501636,10.375417,0.000002,J23492+024,M1.0 V
2458060.310300,-0.772872,1.136728,-2.416401,1.321857,4.145857,0.615326,2.639541,0.674652,0.002394,0.000289,3.021347,0.373962,1257.955687,10.875000,10.702182,10.701417,10.532250,10.482818,10.404083,10.497833,10.371545,0.000003,J23492+024,M1.0 V
2458066.414100,0.940510,1.549114,0.700209,1.799931,3.156446,0.879172,1.236314,0.916514,0.000128,0.000396,0.197743,0.533332,1257.375910,10.849818,10.677167,10.676167,10.507364,10.457333,10.378667,10.472000,10.345750,0.000003,J23492+024,M1.0 V
2458081.333400,0.843348,0.965293,-0.357668,1.326992,4.168403,0.874389,2.197028,0.910558,0.001259,0.000239,1.607957,0.323279,1257.810852,10.791091,10.618909,10.617833,10.448818,10.399909,10.321167,10.414917,10.288818,0.000005,J23492+024,M1.0 V
2458112.342300,-4.534824,1.030904,-2.836824,1.161781,0.037681,0.560260,-0.701987,0.535697,-0.000047,0.000907,-0.011245,1.188273,1258.053076,10.765500,10.593000,10.591917,10.423583,10.374455,10.294750,10.389091,10.262636,0.000007,J23492+024,M1.0 V
2458291.670000,2.433898,1.611148,1.955320,1.833709,2.388972,0.671090,1.474590,0.875609,0.002103,0.000008,2.694219,0.058846,1256.712054,10.808000,10.635273,10.634455,10.465273,10.413909,10.335273,10.429364,10.303364,0.000008,J23492+024,M1.0 V
2458293.672500,2.051483,1.656146,3.217669,1.841287,1.275909,0.837974,-0.170174,0.804686,0.004632,0.000061,5.870494,0.125210,1256.316583,10.812500,10.640455,10.638667,10.470083,10.419167,10.341083,10.434818,10.307917,0.000008,J23492+024,M1.0 V
2458300.653900,-0.031041,1.783680,-0.356848,2.594301,3.775901,0.846053,1.321819,1.883849,0.002270,-0.000150,2.860882,-0.182461,1257.428638,10.850091,10.677636,10.676833,10.506636,10.455727,10.376545,10.470000,10.343727,0.000010,J23492+024,M1.0 V
2458302.609400,-0.268317,1.433295,1.364405,1.595829,0.623230,0.648371,-0.636710,0.701666,0.005222,-0.000020,6.532121,-0.061266,1258.118625,10.851000,10.678545,10.677250,10.507833,10.455750,10.377273,10.471364,10.344583,0.000011,J23492+024,M1.0 V
2458306.607400,0.526983,1.911771,1.999622,2.203641,1.042154,1.058821,-0.476626,1.095976,0.003391,-0.000091,4.172255,-0.202072,1257.052674,10.863333,10.690917,10.689333,10.520750,10.469000,10.390273,10.484250,10.357364,0.000010,J23492+024,M1.0 V
2458314.583200,2.213181,2.045742,2.227674,2.229505,2.674201,0.835084,0.981519,0.886358,0.003223,-0.000110,4.014307,-0.177461,1258.080940,10.860667,10.688667,10.686182,10.517182,10.466727,10.387417,10.480417,10.355182,0.000011,J23492+024,M1.0 V
2458315.582200,1.971536,2.069368,1.365856,2.397538,3.495943,1.052484,1.601693,1.210745,0.004826,-0.000089,6.035185,-0.145700,1257.830675,10.858000,10.685583,10.684083,10.514667,10.462636,10.384000,10.477667,10.351000,0.000011,J23492+024,M1.0 V
2458317.581800,0.527584,2.029969,-0.199912,2.289953,3.438245,1.033371,1.723508,1.059768,0.004051,0.000127,5.068067,0.133255,1257.894802,10.851500,10.679000,10.677500,10.508000,10.456667,10.378182,10.471667,10.345333,0.000012,J23492+024,M1.0 V
2458318.635600,-0.812015,1.160766,-1.667999,1.533522,3.149663,1.036865,1.851997,1.002153,0.005804,0.000041,7.263219,0.017486,1257.510627,10.854091,10.681455,10.680333,10.511000,10.460000,10.381000,10.474818,10.348083,0.000009,J23492+024,M1.0 V
2458319.543700,-2.188634,1.784430,-3.310223,1.991471,2.886617,1.090020,2.117602,0.884176,0.005585,-0.000102,6.979433,-0.175037,1258.359083,10.858000,10.685000,10.684167,10.515667,10.464636,10.386000,10.479250,10.353091,0.000010,J23492+024,M1.0 V
2458321.627200,3.441963,1.347758,3.527127,1.521100,2.376090,0.760668,0.910848,0.705191,0.003973,-0.000140,4.953981,-0.218651,1257.934623,10.859833,10.687000,10.685833,10.516583,10.464750,10.385727,10.479583,10.353417,0.000011,J23492+024,M1.0 V
2458322.563300,-3.021945,0.933692,-0.142867,1.194436,-0.471010,0.695218,-1.883066,0.744914,0.001742,-0.000167,2.141436,-0.259057,1258.534177,10.859917,10.687500,10.685818,10.516273,10.464727,10.385750,10.479333,10.353182,0.000009,J23492+024,M1.0 V
2458323.674100,1.548096,0.963944,2.146777,1.136977,1.899680,0.655031,0.397332,0.602933,0.003077,-0.000031,3.801890,-0.103001,1257.539634,10.861364,10.688833,10.687545,10.518273,10.466364,10.387250,10.481333,10.354818,0.000010,J23492+024,M1.0 V
2458326.666800,2.065155,0.951496,-0.274520,1.304953,4.812215,0.834827,3.335687,0.893061,0.003468,0.000012,4.268331,-0.076158,1258.581062,10.876000,10.703545,10.702333,10.533417,10.481917,10.402727,10.497455,10.370667,0.000010,J23492+024,M1.0 V
2458327.659100,-0.374574,1.002492,-0.640793,1.409543,2.817841,0.960101,1.262231,0.990869,0.004365,0.000091,5.399097,0.024534,1258.585943,10.881667,10.709273,10.707333,10.538500,10.487545,10.408636,10.502250,10.376250,0.000009,J23492+024,M1.0 V
2458328.675800,0.955695,1.114085,1.346734,1.357938,1.830164,0.863833,0.604974,0.776409,0.003697,-0.000093,4.558674,-0.207547,1258.229915,10.881083,10.708417,10.706333,10.538000,10.486364,10.407818,10.501500,10.375182,0.000010,J23492+024,M1.0 V
2458329.677800,-1.131114,0.975039,0.290670,1.195190,0.738491,0.794684,-0.425771,0.691215,0.002334,0.000073,2.838965,-0.003560,1258.391768,10.880000,10.706917,10.705545,10.536364,10.484917,10.405083,10.499545,10.373455,0.000009,J23492+024,M1.0 V
2458330.662800,-1.935344,0.995960,-0.361621,1.347650,1.103704,0.875180,-0.577711,0.907869,0.003133,0.000135,3.861956,0.091926,1257.991918,10.880000,10.707182,10.705833,10.536667,10.485000,10.405818,10.500000,10.373417,0.000011,J23492+024,M1.0 V
2458333.645100,0.513971,0.934573,-0.316471,1.234662,3.013986,0.791282,1.826455,0.806823,0.003378,-0.000256,4.155328,-0.415658,1258.899934,10.884917,10.712273,10.710500,10.541917,10.490500,10.411364,10.505083,10.378417,0.000010,J23492+024,M1.0 V
2458334.610700,0.342276,1.144000,0.644155,1.508713,1.692303,0.683793,0.694133,0.983605,0.003225,-0.000161,3.956476,-0.300889,1258.384329,10.885000,10.712455,10.711250,10.541750,10.490583,10.411364,10.505364,10.379083,0.000012,J23492+024,M1.0 V
2458335.664700,-1.289407,0.993077,-1.020015,1.298405,2.320351,0.825704,0.726621,0.836453,0.003466,-0.000115,4.266029,-0.236539,1258.716672,10.885727,10.713000,10.711091,10.542364,10.490636,10.411636,10.504700,10.379091,0.000012,J23492+024,M1.0 V
2458336.656200,-2.039382,0.988780,-0.758395,1.603992,0.901928,1.093640,-0.284974,1.262975,0.002055,-0.000296,2.475380,-0.480741,1258.178680,10.886583,10.714364,10.713000,10.543500,10.491167,10.412364,10.506364,10.379750,0.000013,J23492+024,M1.0 V
2458337.658200,1.060340,1.066566,0.126136,1.646556,3.607601,1.156325,1.930216,1.254426,0.004394,0.000081,5.429037,0.004528,1258.501703,10.888500,10.715750,10.715000,10.545000,10.493818,10.414250,10.508333,10.382000,0.000013,J23492+024,M1.0 V
2458338.626800,-0.442279,1.014051,-1.242965,1.431304,3.067031,0.939754,1.796698,1.010115,0.004921,0.000070,6.090570,-0.008793,1258.174611,10.890000,10.717750,10.716091,10.546636,10.495000,10.416417,10.509667,10.383182,0.000014,J23492+024,M1.0 V
2458339.689300,-1.252463,1.007094,-0.678237,1.252136,1.565936,0.702649,0.421787,0.744047,0.003914,-0.000121,4.818088,-0.258940,1259.036590,10.893545,10.721000,10.719182,10.549750,10.498083,10.419667,10.513273,10.386667,0.000015,J23492+024,M1.0 V
2458340.636700,-2.625262,0.900873,-2.100811,1.401495,1.420200,1.009179,0.471561,1.073600,0.002671,-0.000185,3.229774,-0.357970,1257.760731,10.895182,10.722818,10.720750,10.551583,10.500333,10.421545,10.515000,10.388917,0.000012,J23492+024,M1.0 V
2458341.599900,-0.959528,1.236661,-0.584392,2.238744,3.113051,1.633484,0.620877,1.866185,0.002614,-0.000289,3.180888,-0.467899,1258.345674,10.895091,10.722417,10.721273,10.551364,10.500000,10.420333,10.514667,10.388000,0.000012,J23492+024,M1.0 V
2458342.679200,-2.009111,1.100548,-0.883157,1.227072,1.114021,0.476197,-0.129942,0.542679,0.004941,0.000082,6.097006,-0.009786,1257.968899,10.892083,10.719727,10.718167,10.548250,10.497273,10.418182,10.511583,10.385500,0.000011,J23492+024,M1.0 V
2458343.604600,-0.684605,0.801631,0.135334,1.050189,1.566834,0.627257,0.176073,0.678443,0.002698,0.000180,3.287246,0.123018,1258.205402,10.890364,10.718000,10.716182,10.547000,10.496333,10.416833,10.510455,10.384182,0.000012,J23492+024,M1.0 V
2458344.685600,0.737736,0.967233,0.453333,2.067295,2.623536,1.686549,1.280415,1.827066,0.003199,0.000083,3.928941,0.015995,1257.306472,10.889300,10.716364,10.715091,10.545818,10.494455,10.415000,10.508400,10.382091,0.000014,J23492+024,M1.0 V
2458345.665800,-0.555828,1.159503,-0.305607,1.311956,2.003455,0.596220,0.745792,0.613825,0.003670,-0.000024,4.519107,-0.127208,1258.813268,10.887818,10.715250,10.713909,10.544545,10.493364,10.414250,10.508273,10.381727,0.000015,J23492+024,M1.0 V
2458346.662100,1.067938,0.861486,0.988407,1.129790,2.500360,0.585157,1.075543,0.730936,0.004313,0.000161,5.328380,0.107214,1258.397967,10.888000,10.715818,10.714000,10.544500,10.492583,10.412818,10.506636,10.380750,0.000015,J23492+024,M1.0 V
2458347.546200,17.458287,7.128182,17.522721,7.193228,2.516718,0.965098,0.931579,0.965172,0.003710,-0.000022,4.582155,-0.113094,1258.747537,10.886167,10.713750,10.712545,10.543182,10.491000,10.411167,10.505167,10.379182,0.000012,J23492+024,M1.0 V
2458348.647400,0.297955,1.015366,2.117280,1.106839,0.631926,0.400750,-0.823313,0.440595,0.004225,0.000018,5.239319,-0.049185,1258.051723,10.878273,10.706000,10.704182,10.534818,10.481545,10.403000,10.496545,10.370273,0.000014,J23492+024,M1.0 V
2458349.689500,-0.308949,0.897646,1.774341,1.061388,0.101755,0.454798,-1.087277,0.566371,0.005115,0.000088,6.369676,0.044569,1258.836853,10.873667,10.701182,10.699417,10.530000,10.478636,10.399182,10.493000,10.366833,0.000015,J23492+024,M1.0 V
2458350.598800,-1.658624,1.156495,-1.472283,1.432814,2.224048,0.743722,0.809671,0.845858,0.006528,0.000006,8.155783,-0.046664,1258.088873,10.870917,10.698364,10.697083,10.527167,10.473818,10.394182,10.488000,10.361917,0.000012,J23492+024,M1.0 V
2458351.592100,0.638378,1.126245,0.609797,1.390715,2.304841,0.758855,1.024594,0.815880,0.005542,0.000035,6.919496,-0.005355,1257.865830,10.867750,10.695455,10.693917,10.524250,10.470273,10.390909,10.485333,10.359364,0.000013,J23492+024,M1.0 V
2458352.590700,0.092497,0.989879,1.022602,1.150164,1.591229,0.549576,0.065907,0.585675,0.002116,-0.000211,2.608410,-0.317314,1257.738368,10.866273,10.693833,10.692182,10.522833,10.469500,10.390727,10.484636,10.357667,0.000014,J23492+024,M1.0 V
2458353.583800,-1.424822,1.143992,-2.035813,1.680463,2.482282,1.130702,1.607003,1.230950,0.005580,-0.000107,6.977078,-0.175750,1258.004120,10.865833,10.693000,10.692000,10.521750,10.470000,10.390727,10.484333,10.358091,0.000015,J23492+024,M1.0 V
2458354.682600,-1.745179,1.048930,-0.439190,1.560064,1.445256,0.841975,-0.309976,1.154792,0.001650,-0.000206,2.023037,-0.309502,1258.082102,10.864667,10.692091,10.690250,10.520909,10.469455,10.390583,10.484083,10.358273,0.000014,J23492+024,M1.0 V
