bjd,rvc,e_rvc,avc,e_avc,nzp_date,e_nzp_date,nzp_obs,e_nzp_obs,tzp_pix,tzp_pix_w,tzp_rv,tzp_rv_w,pix2ms,t1,t2,t3,t4,t5,t6,t7,t8,pres,star,spt
2458499.380800,-32.677740,1.998117,-2.629215,2.068980,-0.324679,0.661980,-1.345241,0.536848,0.004641,-0.000069,6.080926,0.152246,1255.643384,10.711750,10.539417,10.537182,10.361636,10.312000,10.230083,10.322545,10.198417,0.000011,J05365+113,M0.0 V
2458500.333700,-47.162490,2.128784,-18.372398,2.261121,1.430125,0.752206,-0.086808,0.762198,0.003427,0.000179,4.568401,0.477854,1255.932039,10.708182,10.535636,10.535500,10.366833,10.315273,10.236364,10.331083,10.204091,0.000009,J05365+113,M0.0 V
2458141.722400,3.882142,0.979796,-0.357171,1.173509,-1.005243,0.709154,-1.724960,0.645851,0.000005,0.000043,0.012781,0.060636,1257.036025,10.787364,10.614273,10.613667,10.444333,10.396182,10.317167,10.410500,10.284727,0.000010,J12054+695,M4.0 V
2458209.511100,5.066224,0.953961,0.312590,1.097831,-0.343662,0.588390,-1.210639,0.543315,0.001022,0.000299,1.373582,0.462232,1256.725972,10.754750,10.581636,10.580917,10.411917,10.363750,10.284833,10.378545,10.252500,0.000021,J12054+695,M4.0 V
2458082.344500,1.205039,0.938639,-3.242388,1.361072,-1.245651,1.059993,-2.062529,0.985633,-0.003928,0.000124,-4.907844,0.183716,1257.115307,10.790000,10.617583,10.616182,10.446909,10.399000,10.319667,10.413250,10.287250,0.000005,J23381-162,M2.0 V
2458381.529400,6.284181,1.131908,-1.582073,1.296463,3.079026,0.508361,1.356298,0.632140,0.002274,-0.000136,2.808545,-0.223101,1259.384960,10.862917,10.690182,10.688818,10.521000,10.468750,10.389917,10.484727,10.358000,0.000015,J23381-162,M2.0 V
2458382.507800,9.230200,1.130184,1.240754,1.488434,2.862574,0.908415,1.479490,0.968566,0.004163,0.000394,5.167075,0.423071,1259.448615,10.865833,10.693250,10.692818,10.524364,10.471250,10.391833,10.486091,10.359833,0.000015,J23381-162,M2.0 V
2458383.581400,4.826080,1.008343,0.091917,1.149313,-0.952621,0.573371,-1.775793,0.551511,0.003565,0.000397,4.396666,0.412618,1259.175911,10.868000,10.695636,10.694250,10.526364,10.473727,10.394250,10.489083,10.362545,0.000017,J23381-162,M2.0 V
2458384.538000,7.562902,0.825180,-0.882735,1.118746,2.903823,0.746279,1.935681,0.755427,0.001626,0.000062,1.975373,0.010431,1259.024302,10.868455,10.696417,10.694818,10.526250,10.473583,10.394909,10.489182,10.362250,0.000019,J23381-162,M2.0 V
2458391.503900,3.927987,1.013300,-2.163792,1.145839,0.791722,0.611806,-0.418177,0.534948,0.005033,0.000366,6.316551,0.451408,1256.946654,10.867273,10.694455,10.693917,10.524667,10.472182,10.393167,10.487167,10.359818,0.000017,J23381-162,M2.0 V
2458393.496000,4.822831,1.211129,-1.477881,1.420073,1.161373,0.538681,-0.209244,0.741467,0.002782,-0.000177,3.498364,-0.222989,1257.412650,10.862000,10.689833,10.688833,10.519667,10.467000,10.387364,10.481250,10.355167,0.000018,J23381-162,M2.0 V
2458396.466500,4.591888,0.825737,-0.091451,1.122473,-1.216551,0.812371,-1.826617,0.760331,0.002054,0.000055,2.548596,0.035939,1257.388653,10.861833,10.688818,10.687750,10.519364,10.467364,10.388500,10.482500,10.355364,0.000013,J23381-162,M2.0 V
2458416.410000,6.767651,0.862488,0.257831,1.106330,0.877791,0.747690,-0.000136,0.692879,0.002475,-0.000005,3.204507,0.087255,1256.489456,10.821583,10.649182,10.647364,10.479636,10.427000,10.348000,10.441545,10.314727,0.000002,J23381-162,M2.0 V
2458417.430600,8.671534,1.486893,3.601689,1.700364,0.317485,0.825195,-1.440111,0.824856,0.001784,-0.000153,2.351397,-0.087175,1256.693041,10.818333,10.645636,10.644727,10.476000,10.422917,10.344083,10.437909,10.311364,0.000002,J23381-162,M2.0 V
2458421.453800,9.235658,2.878277,0.305176,3.532709,3.576631,1.617704,2.420526,2.048306,0.001183,-0.000126,1.642123,-0.010216,1257.488160,10.794417,10.621167,10.620182,10.451727,10.400083,10.321667,10.415091,10.289167,0.000002,J23381-162,M2.0 V
2458427.399100,8.717381,1.159969,-1.105161,1.463973,4.396622,0.784352,3.312586,0.893135,0.003036,-0.000015,3.918550,0.080035,1256.809047,10.807417,10.635091,10.633333,10.465545,10.412727,10.333917,10.427833,10.301818,0.000003,J23381-162,M2.0 V
2458433.415800,5.390167,1.379350,-1.817756,1.679473,1.181376,0.843752,0.697967,0.958135,0.004398,-0.000177,5.629410,-0.121295,1256.220299,10.799750,10.627091,10.626000,10.457273,10.405545,10.327000,10.420583,10.294273,0.000004,J23381-162,M2.0 V
2458434.426200,8.971074,1.687326,1.028147,1.854265,2.459960,0.833310,1.432971,0.768914,0.002685,0.000201,3.481631,0.360579,1256.216471,10.798167,10.625182,10.624500,10.455636,10.404364,10.325083,10.419083,10.292818,0.000004,J23381-162,M2.0 V
2458447.383700,7.565427,2.166034,-2.167714,2.714362,4.485302,1.222993,3.223185,1.635867,0.001834,0.000228,2.494415,0.470331,1255.801109,10.733182,10.560250,10.558818,10.390833,10.339417,10.260364,10.354545,10.227917,0.000005,J23381-162,M2.0 V
2458451.342400,6.488458,1.014473,-0.172037,1.219600,0.763117,0.780125,0.150539,0.676955,0.003822,0.000068,4.960266,0.236410,1256.865594,10.740917,10.568182,10.567333,10.399455,10.346545,10.268083,10.362091,10.235818,0.000005,J23381-162,M2.0 V
2458455.342900,5.859869,1.487960,-1.472371,1.635233,1.568282,0.636770,0.822285,0.678206,0.003782,0.000204,4.911573,0.408650,1256.566677,10.746091,10.573250,10.571917,10.404167,10.354000,10.274636,10.368500,10.242750,0.000006,J23381-162,M2.0 V
2458467.305300,3.745315,1.436182,-0.968833,2.415725,-0.397853,1.776920,-1.795808,1.942449,0.003438,0.000108,4.488363,0.302423,1256.192350,10.749091,10.576273,10.575583,10.407000,10.355727,10.277364,10.371417,10.245000,0.000007,J23381-162,M2.0 V
2458470.313500,3.533938,1.327683,-2.123855,1.564380,0.593733,1.281968,-0.852163,0.827372,0.003137,-0.000009,4.106475,0.147882,1255.870713,10.748000,10.575750,10.574545,10.405818,10.355000,10.275833,10.370545,10.244083,0.000006,J23381-162,M2.0 V
2458474.304800,6.202992,0.986475,-0.043081,1.246210,0.338264,0.758056,-0.263883,0.761516,0.002737,-0.000167,3.602946,-0.053741,1256.663318,10.757182,10.584250,10.583000,10.415667,10.364333,10.285455,10.380000,10.252833,0.000006,J23381-162,M2.0 V
2458477.282500,8.060525,1.166529,1.863362,1.277392,0.898073,0.538714,-0.312793,0.520519,0.003761,0.000421,4.882616,0.680522,1257.224270,10.752909,10.580091,10.578750,10.410417,10.359545,10.280455,10.374667,10.248636,0.000007,J23381-162,M2.0 V
2458478.297700,7.442002,0.923920,-1.294183,1.130704,3.089187,0.662041,2.226230,0.651815,0.000894,0.000282,1.266344,0.496202,1256.919539,10.751250,10.578083,10.577636,10.409636,10.358750,10.280417,10.374273,10.247917,0.000007,J23381-162,M2.0 V
2458680.666800,6.419505,1.101903,-1.243033,1.232050,2.182540,0.552569,1.152582,0.551142,0.003117,-0.000073,3.761252,-0.246487,1258.838853,10.985583,10.813083,10.811455,10.641545,10.590083,10.510000,10.603818,10.478083,0.000002,J23381-162,M2.0 V
2458681.677200,9.021491,0.995376,2.519266,1.169042,1.040018,0.597368,-0.007730,0.613095,0.002967,-0.000192,3.578386,-0.393189,1259.129749,10.970667,10.797833,10.796818,10.626727,10.574250,10.495167,10.588636,10.462000,0.000002,J23381-162,M2.0 V
2458682.655600,5.478941,1.034442,-1.134546,1.193602,1.296281,0.603762,0.103531,0.595497,0.006167,-0.000426,7.616026,-0.675142,1258.964037,10.961917,10.788917,10.787818,10.617909,10.565333,10.486417,10.580000,10.453500,0.000002,J23381-162,M2.0 V
2458691.673300,11.092578,2.292554,3.281989,2.351064,2.539959,0.510529,1.300633,0.521247,0.002704,-0.000021,3.302064,-0.124290,1258.975066,10.930545,10.758364,10.756750,10.587833,10.533545,10.455000,10.548667,10.422273,0.000002,J23381-162,M2.0 V
2458694.611300,7.690801,0.946036,0.433655,1.189348,2.083057,0.666153,0.747190,0.720808,0.005096,-0.000090,6.312079,-0.205837,1257.996221,10.922333,10.749667,10.748455,10.579909,10.526333,10.447667,10.541000,10.414750,0.000002,J23381-162,M2.0 V
2458304.538700,-2.277614,3.720533,-2.871035,4.246689,7.058940,1.895344,6.196698,2.047438,0.003284,-0.000040,4.086768,-0.092208,1257.850003,10.855000,10.682417,10.681000,10.512091,10.460455,10.381083,10.475833,10.349182,0.000010,J18165+048,M5.0 V
2458313.509600,-5.365347,2.236612,2.223745,2.369070,-0.485589,0.713562,-1.985816,0.781062,0.001510,-0.000046,1.842341,-0.112862,1257.524421,10.863667,10.690833,10.689364,10.519636,10.468455,10.389000,10.483417,10.356182,0.000011,J18165+048,M5.0 V
2458320.406200,-6.817104,5.011237,-3.538851,5.094251,3.679254,0.988909,2.325023,0.915913,0.002889,-0.000017,3.581745,-0.071336,1257.748707,10.860182,10.688091,10.685636,10.516417,10.465667,10.386417,10.480727,10.354000,0.000009,J18165+048,M5.0 V
2458326.438000,2.116054,2.050218,4.549390,2.216601,4.812215,0.834827,3.169941,0.842571,0.003512,-0.000010,4.324044,-0.104843,1258.581637,10.874273,10.701727,10.700250,10.531667,10.480250,10.401182,10.495545,10.369167,0.000008,J18165+048,M5.0 V
2458331.374100,-2.226696,1.782273,2.699007,2.048117,1.851229,0.933540,0.677574,1.009102,0.004253,-0.000100,5.264934,-0.207674,1257.663121,10.879917,10.707000,10.705500,10.536333,10.485583,10.407182,10.500545,10.373833,0.000011,J18165+048,M5.0 V
2458337.434400,-1.162245,1.777484,2.605115,2.153210,3.607601,1.156325,1.835917,1.215262,0.004375,0.000082,5.405301,0.005039,1258.501971,10.888182,10.715909,10.714083,10.545250,10.493583,10.414000,10.508364,10.381667,0.000014,J18165+048,M5.0 V
2458345.405200,-2.157412,1.746644,2.794955,1.846356,2.003455,0.596220,0.650909,0.598554,0.003739,-0.000013,4.606251,-0.114012,1258.812996,10.887917,10.715333,10.714727,10.545000,10.494818,10.415417,10.509250,10.383000,0.000015,J18165+048,M5.0 V
2458352.378800,-0.936666,1.439476,4.712746,1.535408,1.591229,0.549576,-0.046135,0.534215,0.002125,-0.000208,2.618952,-0.313464,1257.738379,10.866818,10.694182,10.692833,10.523583,10.470000,10.390727,10.484909,10.358583,0.000014,J18165+048,M5.0 V
2458359.400500,-2.487482,1.946104,5.917149,2.126644,-1.057049,0.979799,-2.801354,0.857493,0.001647,0.000447,2.042663,0.535097,1257.048488,10.856909,10.684364,10.683333,10.513667,10.461583,10.382455,10.477000,10.349750,0.000011,J18165+048,M5.0 V
2458365.406300,-6.257512,2.672821,-0.358801,2.722869,0.984566,0.473290,-0.295435,0.519656,0.005687,-0.000038,7.068288,-0.132304,1258.594128,10.869500,10.697273,10.695545,10.525182,10.472909,10.393500,10.487182,10.360636,0.000014,J18165+048,M5.0 V
2458385.324200,-6.002318,1.777449,0.557863,1.924435,0.017266,0.745304,-0.956905,0.737648,0.004015,0.000090,4.973025,0.039709,1258.222263,10.868583,10.696091,10.694583,10.525727,10.473364,10.394833,10.489333,10.361636,0.000018,J18165+048,M5.0 V
2458391.313100,-2.049342,1.769090,4.140401,1.844394,0.791722,0.611806,-0.586466,0.521643,0.005037,0.000366,6.321174,0.451372,1256.946888,10.867000,10.694545,10.693500,10.525000,10.472545,10.393167,10.487167,10.360909,0.000019,J18165+048,M5.0 V
2458399.329500,-2.048221,2.015952,3.327503,2.156545,1.529434,0.692794,0.227552,0.765914,0.006092,0.000057,7.653345,0.063381,1257.604919,10.855333,10.682750,10.681273,10.513182,10.460833,10.382167,10.476000,10.349000,0.000017,J18165+048,M5.0 V
2458530.730600,-1.218999,3.441220,5.148120,3.538893,0.011274,0.874361,-0.763842,0.825694,0.002192,-0.000169,2.855467,-0.114734,1256.872483,10.781818,10.609083,10.608455,10.439833,10.388750,10.309909,10.403583,10.278000,0.000013,J18165+048,M5.0 V
2458537.724700,-3.636573,1.894169,1.961391,2.009912,0.646319,0.675596,0.005312,0.672213,0.002394,0.000184,3.104610,0.321978,1257.174119,10.782000,10.609545,10.608167,10.439667,10.389727,10.310917,10.404667,10.279000,0.000013,J18165+048,M5.0 V
2458559.712300,-9.273074,2.034322,-3.643363,2.072552,0.657766,0.394891,-0.026435,0.396238,0.004251,-0.000058,5.413660,-0.005619,1256.850699,10.793750,10.621273,10.620000,10.450727,10.402455,10.322750,10.417000,10.290636,0.000005,J18165+048,M5.0 V
2458570.654300,-4.580812,3.180060,2.714039,3.304230,-0.397729,0.871408,-1.691575,0.897305,0.005530,0.000389,7.031413,0.566547,1256.531040,10.793083,10.620636,10.619417,10.451273,10.400273,10.322083,10.415917,10.289091,0.000006,J18165+048,M5.0 V
2458586.688700,-4.244597,3.504565,3.293543,3.609664,-0.825878,0.945652,-1.934864,0.864693,0.004195,0.000233,5.362851,0.382057,1256.292774,10.776667,10.603273,10.602417,10.434273,10.383182,10.304167,10.398182,10.271909,0.000010,J18165+048,M5.0 V
2458600.585800,-1.112897,1.897894,4.956418,1.950551,0.743620,0.431811,-0.466038,0.450165,0.004651,0.000134,5.914690,0.235391,1256.235552,10.783333,10.610455,10.609417,10.441091,10.389091,10.310833,10.404583,10.278636,0.000011,J18165+048,M5.0 V
2458616.530800,-0.291733,2.051109,1.900141,2.298993,4.570758,1.162761,3.411402,1.038423,0.002991,0.000073,3.798084,0.129091,1257.032004,10.802364,10.629636,10.628750,10.460333,10.409636,10.331000,10.425250,10.298727,0.000013,J18165+048,M5.0 V
2458641.552600,-4.356356,3.375907,-1.427103,3.461956,3.981652,0.828169,2.674024,0.767065,0.006522,-0.000279,8.212549,-0.341156,1257.659759,10.838083,10.665636,10.664167,10.496333,10.445182,10.366667,10.460417,10.334455,0.000008,J18165+048,M5.0 V
2458647.510100,-5.367296,1.845497,-2.067387,2.013639,3.143911,0.812449,2.303367,0.805531,0.002882,-0.000083,3.601366,-0.123705,1256.789576,10.844909,10.672727,10.671500,10.503333,10.451545,10.373091,10.467417,10.341636,0.000013,J18165+048,M5.0 V
2458665.471200,-10.544396,1.655846,-7.047385,1.932200,1.832047,1.186538,2.106266,0.995776,0.003878,-0.000203,4.753110,-0.377498,1258.478173,10.896182,10.723545,10.722417,10.553917,10.501545,10.423182,10.517000,10.390818,0.000016,J18165+048,M5.0 V
2458683.427400,-10.541350,1.501241,-6.466321,1.702800,2.216068,1.063105,1.528248,0.803620,0.004438,-0.000106,5.453362,-0.261698,1258.925776,10.956417,10.783273,10.782500,10.612818,10.561182,10.482083,10.575818,10.449273,0.000002,J18165+048,M5.0 V
2458690.470300,-9.768716,1.607095,-5.265896,1.940539,1.842362,1.070136,1.100457,1.087629,0.003017,-0.000029,3.689178,-0.142372,1259.360423,10.932500,10.759417,10.758636,10.589364,10.536167,10.456917,10.551636,10.425083,0.000002,J18165+048,M5.0 V
2458695.455900,-1.477737,2.096033,3.202057,2.374991,1.798105,0.868582,0.923483,1.116794,0.004257,-0.000123,5.265441,-0.240907,1258.038450,10.920917,10.747364,10.746750,10.578091,10.525455,10.446667,10.540636,10.413636,0.000002,J18165+048,M5.0 V
2458335.413400,-14.193006,1.064326,-6.953042,1.278604,2.320351,0.825704,0.982099,0.708547,0.003482,-0.000114,4.285241,-0.234331,1258.716678,10.885250,10.712667,10.711273,10.541455,10.490727,10.411333,10.505583,10.379455,0.000012,J19216+208,M4.5 V
2458361.434100,-13.315980,1.148268,-3.821350,1.601189,0.070932,1.047058,-1.272567,1.115925,0.003035,0.000112,3.776979,0.101816,1258.136712,10.863909,10.691727,10.690333,10.520667,10.468364,10.389818,10.483250,10.357273,0.000012,J19216+208,M4.5 V
2458386.352200,-10.743630,1.099203,-1.045929,1.330648,-0.181434,0.695309,-1.475638,0.749917,0.001473,0.000256,1.779944,0.249687,1259.033383,10.868667,10.696000,10.694333,10.526333,10.473364,10.394833,10.488917,10.362182,0.000017,J19216+208,M4.5 V
2458539.712200,-6.699812,1.318376,1.068597,1.439995,1.463138,0.600242,0.453654,0.579197,0.002682,0.000446,3.464606,0.650614,1256.959923,10.776667,10.604000,10.602636,10.434273,10.382333,10.303917,10.397182,10.271250,0.000016,J19216+208,M4.5 V
2458640.522200,-1.200011,1.501481,4.802203,1.863304,4.168040,1.179180,2.219849,1.103385,0.003594,-0.000066,4.514097,-0.090683,1258.274548,10.834273,10.661364,10.660583,10.493167,10.440727,10.362000,10.456167,10.329545,0.000014,J19216+208,M4.5 V
2458683.493700,-3.462597,1.048440,4.019758,1.391203,2.216068,1.063105,0.739708,0.914451,0.004456,-0.000116,5.475721,-0.274289,1258.925830,10.956000,10.783000,10.782083,10.612636,10.560000,10.481250,10.574833,10.448455,0.000002,J19216+208,M4.5 V
2458694.447600,-6.545377,1.078201,0.921342,1.288249,2.083057,0.666153,0.755344,0.705030,0.005148,-0.000077,6.376928,-0.189993,1257.996166,10.922091,10.749750,10.748182,10.579917,10.527083,10.447818,10.542182,10.415250,0.000002,J19216+208,M4.5 V
2458697.446600,-6.957782,1.243415,1.629349,1.502122,0.806185,0.826234,-0.365068,0.842787,0.004254,-0.000219,5.266449,-0.354563,1257.478385,10.915091,10.742667,10.741636,10.573083,10.519667,10.440818,10.534917,10.408500,0.000002,J19216+208,M4.5 V
2458659.545200,-4.032302,0.766664,0.331599,0.979048,1.009710,0.638655,-0.036983,0.608901,0.003878,-0.000200,4.810520,-0.316706,1258.229129,10.863455,10.690273,10.689250,10.521000,10.468182,10.389364,10.483417,10.356727,0.000012,J18319+406,M3.5 V
2458682.516200,-5.553659,0.753867,-1.380960,0.959975,1.296281,0.603762,0.154219,0.594337,0.006175,-0.000410,7.626619,-0.654938,1258.963904,10.963000,10.789917,10.788273,10.619583,10.566667,10.487545,10.581545,10.454833,0.000002,J18319+406,M3.5 V
2458417.656700,-0.304908,1.357899,0.527319,1.597152,0.317485,0.825195,-1.323683,0.840836,0.001769,-0.000164,2.332063,-0.101368,1256.692950,10.816250,10.643636,10.642333,10.474182,10.421455,10.341917,10.436500,10.309909,0.000002,J07393+021,M0.0 V
2458451.605900,-2.488912,1.305184,-3.228363,1.463691,0.763117,0.780125,0.247995,0.662485,0.003806,0.000077,4.939438,0.246837,1256.865718,10.741917,10.569333,10.567909,10.399909,10.348000,10.269417,10.363545,10.236833,0.000005,J07393+021,M0.0 V
2458497.641000,1.655308,1.307421,2.404791,1.436743,-0.142334,0.666168,-1.240939,0.595719,0.004235,0.000237,5.492031,0.466726,1255.578555,10.742500,10.570083,10.568182,10.400583,10.348917,10.270182,10.363818,10.238083,0.000010,J07393+021,M0.0 V
2458498.540600,-1.229436,1.185116,0.362344,1.388460,-1.361479,0.656550,-2.083236,0.723410,0.004020,-0.000067,5.250897,0.103838,1256.651459,10.735917,10.563333,10.561545,10.388818,10.339833,10.258417,10.349636,10.227167,0.000011,J07393+021,M0.0 V
2458500.435800,11.087100,3.569024,10.888849,3.631703,1.430125,0.752206,-0.293205,0.671815,0.003416,0.000179,4.553639,0.478446,1255.931744,10.709167,10.537000,10.535182,10.367818,10.315583,10.236909,10.331091,10.204667,0.000010,J07393+021,M0.0 V
2458510.396100,-2.216724,1.062242,-1.849953,1.218523,-0.331815,0.601053,-0.858227,0.597026,0.003612,-0.000077,4.664351,0.018924,1257.391920,10.772167,10.599417,10.598273,10.430273,10.379750,10.300583,10.394545,10.268417,0.000012,J07393+021,M0.0 V
2458524.459100,4.356891,1.035823,3.267501,1.464156,2.501434,1.223135,0.597935,1.034806,0.002469,-0.000115,3.202494,-0.047236,1256.345896,10.774333,10.601917,10.600273,10.431545,10.381417,10.303333,10.397091,10.270500,0.000011,J07393+021,M0.0 V
2458527.505300,3.436824,1.227633,2.596523,1.297707,1.505268,0.568000,0.348845,0.420667,0.003105,-0.000128,4.002657,-0.060756,1256.137580,10.773000,10.599833,10.598583,10.430500,10.379545,10.301000,10.394583,10.268333,0.000013,J07393+021,M0.0 V
2458528.407000,-0.012195,1.189095,0.448537,1.313409,-0.134068,0.581449,-0.952188,0.557760,0.002188,0.000135,2.852047,0.264574,1257.556054,10.778167,10.605182,10.603667,10.435909,10.386091,10.306750,10.400750,10.274364,0.000011,J07393+021,M0.0 V
2458531.440400,-0.238673,1.897329,-1.935234,2.014438,2.085356,0.630688,1.205105,0.676832,0.002000,0.000064,2.623457,0.184555,1256.757844,10.781833,10.608909,10.607455,10.439364,10.388500,10.309333,10.403636,10.277364,0.000013,J07393+021,M0.0 V
2458539.425200,0.985641,1.120867,0.025818,1.264214,1.463138,0.600242,0.468368,0.584717,0.002726,0.000456,3.520159,0.663256,1256.959876,10.776500,10.603909,10.602500,10.434000,10.383455,10.304083,10.397833,10.271455,0.000014,J07393+021,M0.0 V
2458564.347400,0.718042,2.176257,-1.037779,2.384821,1.582109,1.115430,1.264365,0.975333,0.001074,-0.000108,1.405067,-0.082847,1257.410964,10.797364,10.624364,10.623250,10.454167,10.405000,10.326273,10.420167,10.293091,0.000008,J07393+021,M0.0 V
2458586.372600,1.126880,1.057118,3.203773,1.389118,-0.825878,0.945652,-2.568348,0.901193,0.004201,0.000232,5.369923,0.380524,1256.292110,10.776500,10.603583,10.602455,10.433727,10.382583,10.304333,10.397909,10.271583,0.000009,J07393+021,M0.0 V
2458060.613800,-0.696674,1.377403,7.008135,1.498910,4.145857,0.615326,2.115729,0.591178,0.002412,0.000283,3.043882,0.365673,1257.959490,10.874000,10.701167,10.700364,10.530727,10.481500,10.402727,10.496909,10.369500,0.000003,J07274+052,M3.5 V
2458064.597200,-4.401258,0.980857,3.257217,1.237458,3.984659,0.713692,2.162063,0.754467,0.000495,-0.000337,0.677959,-0.369017,1257.631386,10.851750,10.678455,10.677833,10.508750,10.460000,10.381000,10.474750,10.348364,0.000003,J07274+052,M3.5 V
2458085.632200,-6.931582,1.177732,1.783426,1.740389,2.152188,0.945853,1.105530,1.281367,0.002197,0.000299,2.796729,0.408249,1258.401446,10.781364,10.608750,10.608273,10.439091,10.389750,10.311364,10.404182,10.278583,0.000005,J07274+052,M3.5 V
2458088.656200,1.964016,2.344696,9.452364,2.641773,4.891127,1.367850,2.332189,1.217114,0.001226,0.000155,1.619346,0.271373,1257.727008,10.775500,10.603333,10.601364,10.433091,10.384917,10.305727,10.399909,10.272750,0.000006,J07274+052,M3.5 V
2458089.606400,-9.918431,1.631961,1.438782,1.783749,0.096459,0.640874,-1.536675,0.720043,0.001466,0.000834,1.907223,1.109591,1257.772202,10.776545,10.603667,10.603250,10.434091,10.385333,10.307000,10.400250,10.274455,0.000006,J07274+052,M3.5 V
2458097.640200,-12.262308,1.029901,0.573464,1.505881,-2.331717,1.419974,-3.015234,1.098627,0.000430,0.000541,0.601159,0.741014,1259.611076,10.767917,10.595250,10.594091,10.424818,10.376583,10.297273,10.391545,10.264500,0.000006,J07274+052,M3.5 V
2458117.483800,-9.861568,1.068991,-0.396893,1.296418,1.318143,0.761856,0.355863,0.733455,0.001751,0.000409,2.224626,0.533149,1260.362640,10.755500,10.582909,10.582083,10.413000,10.364818,10.285333,10.379182,10.253455,0.000008,J07274+052,M3.5 V
2458118.457500,-13.133717,0.839065,-3.751389,1.150324,1.267580,0.803934,0.438209,0.786903,0.000511,0.000012,0.683410,0.053479,1259.111090,10.759909,10.587500,10.586091,10.418000,10.369083,10.290000,10.383917,10.257833,0.000008,J07274+052,M3.5 V
2458119.610000,-15.047224,1.879306,-3.610686,2.058796,-1.335858,0.843387,-1.616000,0.840743,0.001940,0.000669,2.480395,0.878490,1258.704575,10.764000,10.591917,10.590545,10.421455,10.372833,10.294545,10.387083,10.261833,0.000010,J07274+052,M3.5 V
2458120.450000,-15.573986,1.316565,-3.826291,1.473044,-1.055603,0.641476,-1.927157,0.660693,-0.000413,-0.000092,-0.478189,-0.076076,1257.645198,10.765455,10.592917,10.592000,10.423091,10.374333,10.295636,10.388333,10.262500,0.000009,J07274+052,M3.5 V
2458127.555800,-6.529069,1.608997,1.013927,1.867382,3.346902,0.853361,2.277542,0.947758,0.000986,-0.000090,1.308773,-0.046384,1257.162555,10.758000,10.585091,10.584333,10.414636,10.365909,10.286750,10.380500,10.254091,0.000009,J07274+052,M3.5 V
2458131.511300,-10.221098,0.877437,0.983515,1.188286,-0.207852,0.722434,-1.384075,0.801329,0.000227,-0.000008,0.356130,0.058398,1257.156799,10.758750,10.586667,10.585000,10.416727,10.367167,10.288818,10.382273,10.256333,0.000010,J07274+052,M3.5 V
2458132.428600,-11.727200,1.235608,-1.397584,1.770350,0.222147,1.274268,-0.509078,1.267837,0.000404,0.000316,0.568595,0.454207,1257.759570,10.764333,10.591636,10.590545,10.422667,10.372364,10.293818,10.387818,10.261333,0.000009,J07274+052,M3.5 V
2458134.436600,-12.591471,0.959104,-1.754892,1.252089,0.155287,0.797755,-1.016041,0.804888,0.001057,0.000091,1.361309,0.144483,1257.366981,10.771273,10.598750,10.597500,10.429455,10.378667,10.299583,10.393250,10.266727,0.000009,J07274+052,M3.5 V
2458199.338100,-12.448405,1.277413,-2.045971,1.432175,0.395987,0.625445,-0.581896,0.647565,0.000716,0.000327,0.980922,0.488728,1257.021998,10.758909,10.586333,10.585273,10.417091,10.368273,10.289417,10.383167,10.256818,0.000021,J07274+052,M3.5 V
2458215.320500,-14.262970,0.842721,-2.544793,1.061948,-1.565448,0.770665,-1.897639,0.646185,0.001775,0.000163,2.320448,0.290238,1256.690979,10.755545,10.583000,10.581636,10.413727,10.365091,10.287273,10.380833,10.254273,0.000024,J07274+052,M3.5 V
2458225.354100,-9.666289,0.719790,1.214653,1.281778,-0.594613,0.643493,-1.060404,1.060592,0.008143,0.000151,10.286111,0.243311,1256.703757,10.795000,10.622167,10.621583,10.451667,10.403167,10.324818,10.417727,10.291500,0.000002,J07274+052,M3.5 V
2458242.348500,-6.278664,1.292899,2.615379,1.911800,2.390118,1.230765,0.926495,1.408329,0.006483,0.000207,8.261675,0.374171,1256.525706,10.757000,10.584000,10.582917,10.415091,10.366000,10.287000,10.381083,10.254500,0.000002,J07274+052,M3.5 V
2458383.709000,-12.278817,0.965416,-0.750192,1.111380,-0.952621,0.573371,-1.708087,0.550580,0.003551,0.000394,4.380088,0.409021,1259.175671,10.868333,10.695667,10.694455,10.526000,10.473583,10.394833,10.488273,10.362583,0.000018,J07274+052,M3.5 V
2458390.709000,-9.143414,0.967711,1.107094,1.099900,0.636543,0.507060,-0.429971,0.522796,0.003246,-0.000113,4.095758,-0.129116,1257.551726,10.867182,10.694909,10.693083,10.524583,10.471182,10.392273,10.486750,10.359727,0.000019,J07274+052,M3.5 V
2458398.715000,-13.255178,0.921645,-3.006207,1.557183,0.011432,1.140498,-0.428433,1.255145,0.004616,-0.000229,5.789570,-0.299245,1256.772822,10.856417,10.683583,10.682818,10.513727,10.461583,10.382500,10.476545,10.350333,0.000017,J07274+052,M3.5 V
2458413.651800,-10.510013,0.919052,1.522858,1.188929,-0.752641,0.755791,-2.212334,0.754252,0.002335,-0.000198,2.991471,-0.196425,1257.241362,10.844727,10.671833,10.670667,10.501583,10.449583,10.370545,10.464000,10.337917,0.000002,J07274+052,M3.5 V
2458424.730900,-9.985911,1.093165,3.021187,1.575170,-1.510554,1.016559,-3.186560,1.134086,0.003911,0.000163,5.019545,0.302954,1256.798041,10.795167,10.622250,10.621727,10.452917,10.400917,10.322455,10.416091,10.289583,0.000002,J07274+052,M3.5 V
